id,amount_tsh,gps_height,longitude,latitude,region_code,district_code,population,construction_year
11846,0.0,0,33.35024557,-3.18536138,19,4,0,0
36589,20.0,532,36.88664802,-11.44152714,10,1,1,2006
64038,0.0,1421,36.42141277,-5.61981513,21,5,600,2001
68123,0.0,0,34.08511304,-8.78450741,12,7,0,0
42428,0.0,1059,36.97454336,-6.05511152,5,1,250,1984
72779,0.0,1506,36.82124052,-3.32549576,2,7,140,2001
61144,0.0,0,34.18534705,-3.37175592,17,6,0,0
7941,500.0,1294,34.9615166,-10.93985267,10,3,120,1993
67860,0.0,327,37.58875981,-6.32162709,5,6,1,2010
31888,0.0,293,35.96664831,-9.00137871,5,4,30,1994
16488,0.0,0,31.11747045,-1.34251718,18,1,0,0
9773,0.0,0,33.25744589,-2.99371769,19,4,0,0
16601,0.0,0,38.8166189,-4.80492207,4,8,50,2007
5908,500.0,1292,38.00955525,-4.34642976,3,3,250,2009
44070,0.0,1363,35.07369168,-4.88601197,13,2,1,1980
38896,0.0,1020,37.98899158,-4.43436351,3,3,250,2010
58058,1000.0,1066,30.74698564,-6.4934066,15,1,1000,1994
46058,0.0,1314,30.48812512,-3.65968982,16,1,530,1989
12402,0.0,1638,34.47835586,-9.71590954,11,5,70,1992
60054,400.0,709,37.01114299,-10.75538435,10,1,1,1988
60096,0.0,1519,34.81923314,-11.11782714,10,3,80,2005
15921,0.0,301,38.55842077,-5.14040537,4,2,713,2009
47913,500.0,1926,34.67755574,-9.23395482,11,4,125,2009
26605,0.0,0,31.83257464,-1.03803959,18,2,0,0
43516,10.0,1824,31.62767582,-7.9840739,15,4,1,1982
46656,0.0,1834,35.27026171,-3.21706505,2,5,620,1974
15680,0.0,0,32.82101044,-7.74143181,12,1,0,0
42682,0.0,0,36.37130507,-6.70742093,1,1,0,0
55750,0.0,0,33.718043,-4.77676741,14,2,0,0
42616,0.0,0,32.35664535,-2.49942654,19,5,0,0
55980,0.0,0,35.69479438,-5.86452926,1,6,0,0
55051,0.0,0,32.87728881,-9.00936426,12,6,0,0
64493,0.0,1316,30.91278445,-3.31208885,16,1,236,1993
47481,0.0,1879,38.2378036,-4.551617299999998,4,1,1,1985
48145,30.0,52,39.30170162,-6.99985015,60,43,200,2009
65234,0.0,330,38.47811401,-11.10404304,90,63,120,2009
67428,0.0,0,33.72402918,-8.93211477,12,2,0,0
14183,0.0,1205,34.07381405,-1.5860866000000002,20,3,320,2011
70212,0.0,101,37.98602771,-7.21058401,5,2,350,1997
50050,300.0,1187,33.42113651,-1.87211439,20,3,1,2008
6241,0.0,235,38.94599966,-9.95738421,80,53,530,1980
14949,0.0,0,39.13772943,-4.94939508,4,8,150,2008
74183,0.0,0,33.65228833,-2.77658864,19,2,0,0
5303,0.0,0,33.78157828,-8.77869499,12,7,0,0
39220,0.0,1147,33.03241387,-2.1077607999999994,19,1,400,2011
54584,0.0,1680,31.4617924,-8.33014146,15,2,100,1991
2658,10.0,1502,35.61947811,-3.51757731,24,30,650,1994
2823,0.0,1720,29.77480262,-4.44813188,16,2,610,1996
22848,300.0,886,37.5654401,-3.70060577,3,2,30,1972
59751,30.0,915,36.98430698,-3.55930202,21,4,200,2000
60466,0.0,0,31.11787752,-1.34523711,18,1,0,0
49115,10.0,1152,37.16440915,-3.26589011,3,5,100,1999
13894,0.0,1661,34.90447246,-4.80934557,13,2,1,1980
22187,0.0,1485,34.53040804,-4.75607818,13,2,1,1960
66590,0.0,460,34.70610559,-11.15728001,10,3,70,1992
6801,0.0,0,31.42096161,-1.20580899,18,7,0,0
12176,0.0,0,32.75385141,-5.62765051,14,5,0,0
53758,0.0,1241,36.80280298,-2.58697899,2,6,500,2003
32837,0.0,0,36.17346006,-6.71144514,1,1,0,0
1592,0.0,1053,37.6737756,-3.22300783,3,1,1,1980
19683,50.0,81,38.87988516,-5.43080194,4,5,25,1973
64582,0.0,0,31.11280229,-1.67489584,18,1,0,0
59588,0.0,102,38.97388970000001,-5.12551864,4,4,100,0
21830,0.0,1267,33.98649901,-1.49075217,20,6,250,1983
37617,0.0,2160,34.55652735,-9.32937629,11,4,15,2000
37703,0.0,1337,30.65824729,-3.54562342,16,1,120,2005
14187,0.0,319,36.8193063,-8.91521575,5,4,976,1979
40837,0.0,712,37.57108857,-3.47490334,3,2,870,1973
71993,0.0,0,32.87769513,-3.27106508,17,3,0,0
33638,0.0,1674,31.51953753,-8.31401271,15,2,230,1972
19265,0.0,99,40.03393381,-10.64030711,99,1,181,2012
45962,500.0,1970,34.70680359,-9.28971132,11,4,55,2008
46950,0.0,0,32.41289013,-4.09716617,17,3,0,0
13800,0.0,0,35.49544258,-6.32001831,1,6,0,0
58125,4000.0,2124,34.57066381,-9.34411064,11,4,15,2010
33471,0.0,1344,34.56789278,-4.89409271,13,4,33,2003
33797,0.0,1156,37.13545023,-4.07625176,21,4,200,1996
19282,0.0,1642,34.96778863,-4.62892053,13,2,1,1980
48139,10.0,383,37.80774985,-6.95535499,5,2,110,1998
43687,1000.0,2090,33.95499732,-8.96644606,11,3,0,1974
49356,0.0,285,38.97603557,-10.88378742,90,33,80,1983
56691,0.0,0,31.8286642,-1.28229402,18,6,0,0
43660,0.0,0,33.68869498,-8.91462528,12,2,0,0
5624,0.0,0,35.74684545,-6.36122146,1,5,0,0
64625,0.0,0,31.05432002,-1.33266712,18,1,0,0
49495,0.0,1630,37.38513199,-3.24950182,3,4,250,2000
27657,0.0,0,33.32218977,-2.88726177,19,4,0,0
11330,0.0,1187,30.42539909,-3.81684955,16,1,350,2006
62618,1200.0,2277,34.28736411,-9.30470578,11,3,0,2002
9487,0.0,1179,33.46330035,-2.07466231,20,4,250,1978
32553,50.0,-29,39.61322671,-9.27943488,80,13,580,2004
30390,0.0,0,33.8783666,-9.63286017,12,3,0,0
52924,0.0,0,36.55211314,-6.68754507,1,1,0,0
15671,300.0,454,37.07226624,-6.87968693,5,1,200,2010
27949,0.0,0,33.54021882,-9.16174995,12,4,0,0
42086,0.0,1749,34.73633729,-9.04919277,11,4,130,2009
73099,0.0,1705,34.96810937,-4.21073332,21,3,268,2012
12365,0.0,0,33.59847127,-3.24656414,17,2,0,0
2833,0.0,1613,29.75794339,-4.64065356,16,3,170,2009
2490,50.0,1,38.85552043,-6.52896179,6,1,60,2011
45584,5000.0,2002,34.612905,-9.235631199999998,11,4,150,2010
19434,0.0,1108,37.10444387,-5.71540504,21,5,1,2006
44763,0.0,1777,32.04080064,-8.46276577,15,2,250,1976
38117,117000.0,1641,34.53518941,-9.12438929,11,4,20,1992
69724,500.0,157,38.20682572,-6.87826817,5,2,672,1985
51239,0.0,1316,30.83961455,-3.63547913,16,1,250,1993
20343,0.0,0,0.0,-2e-08,19,2,0,0
25536,0.0,0,30.65444135,-1.23659517,18,1,0,0
43346,100.0,1555,36.53164385,-5.30581829,21,5,2100,2008
71789,0.0,1676,34.98934783,-4.58455611,13,2,1,1960
70079,0.0,1251,35.68849366,-2.29355635,2,5,250,2008
14126,0.0,363,38.33485099,-5.05808262,4,2,300,1982
6431,0.0,0,36.38329862,-6.36933415,1,1,0,0
5971,0.0,-27,39.28310527,-7.42285183,6,4,200,2007
17143,600.0,823,29.7434761,-4.89354625,16,3,211,2009
51665,0.0,1227,35.05390211,-11.04423128,10,3,120,1995
27244,0.0,1160,30.42908618,-4.27382687,16,2,130,2006
40506,0.0,1082,36.31362151,-2.78344023,2,6,200,2005
66550,0.0,0,33.69494513,-9.22268477,12,4,0,0
28091,0.0,184,38.91696805,-7.29536304,60,43,300,2006
15971,0.0,0,33.82716173,-9.51441765,12,3,0,0
36603,0.0,1342,36.52712984,-3.40096944,2,2,100,2008
44413,0.0,1257,37.02306658,-3.21141887,3,7,1,2009
1416,200.0,662,39.27711769,-10.12432486,80,23,3560,1983
47650,25.0,856,37.70423874,-4.07423952,3,3,420,1983
25126,100.0,1156,34.96171509,-6.34366167,13,3,150,1981
70207,0.0,338,37.57826127,-6.2084652999999985,5,6,1,1982
63687,50.0,99,38.85538191,-6.78131392,6,2,150,1986
1847,0.0,0,0.0,-2e-08,17,1,0,0
42168,0.0,0,34.57779263,-3.87274543,17,6,0,0
14603,0.0,1705,31.34863669,-8.16741291,15,2,260,1991
19394,0.0,805,37.42502028,-5.92825857,5,6,30,2009
43666,0.0,0,33.51660235,-3.34599016,17,8,0,0
48755,0.0,1427,37.50011789,-3.29214971,3,4,1,1972
1021,0.0,0,32.63573526,-5.09714031,14,3,0,0
20788,30.0,611,39.23829513,-10.82573741,90,33,860,1999
1480,0.0,1248,35.77520012,-2.13314878,2,5,410,2003
43056,4500.0,1676,37.58366015,-3.1471177000000004,3,1,1,2010
56554,3000.0,897,35.37319779,-7.65915302,11,1,1,1992
26289,0.0,0,34.29250266,-8.63267547,12,7,0,0
60596,0.0,1199,33.03405329,-2.01728143,19,1,2500,1978
18314,0.0,600,37.39562460000001,-10.96868761,10,1,1,2003
44145,10.0,1658,35.48724479,-4.2439812,21,1,365,2008
7356,30.0,75,39.02910859,-5.02652852,4,4,50,2009
36942,0.0,0,36.54905111,-6.24804478,1,3,0,0
47380,0.0,1205,34.01019093,-2.03688758,20,4,250,2012
48942,0.0,1012,35.56341508,-10.668397,10,4,0,1993
65558,0.0,272,38.09558473,-9.34062148,80,43,250,1987
54605,50.0,1420,36.94909393,-4.3434756,21,4,600,2005
5289,5.0,1503,35.63356833,-3.36001844,24,30,250,2002
6791,4000.0,498,38.05576958,-4.37273295,3,3,250,1967
33181,0.0,1244,34.18927844,-1.70934966,20,3,250,2003
16228,500.0,1492,34.72491502,-8.83811585,11,4,108,1978
22295,0.0,0,36.90601765,-5.94587031,1,3,0,0
22048,6300.0,1753,34.60615176,-9.77688712,11,5,450,2001
29440,0.0,0,32.48971569,-3.75714955,17,3,0,0
66535,0.0,0,31.43200459,-1.20053622,18,7,0,0
2330,200.0,1758,34.99956629,-9.09779254,11,4,50,2001
24126,300.0,273,36.9621081,-7.68339578,5,3,50,1995
61961,20.0,391,37.95954693,-9.67484172,80,43,350,2006
14826,20.0,1323,36.78682454,-2.55489449,2,6,200,2007
12217,0.0,0,34.11971729,-3.08932334,17,2,0,0
13016,0.0,0,30.50170382,-2.65286071,18,30,0,0
11856,0.0,373,37.63735465,-6.08556355,5,6,70,2008
59912,0.0,0,32.97328069,-4.91944405,14,3,0,0
24918,200.0,450,37.10909179,-6.68971906,5,1,400,1976
28675,0.0,999,35.84367261,-3.34363691,2,1,1,2000
59640,0.0,0,35.54194929,-5.465769,1,1,0,0
43627,0.0,0,32.10456513,-2.41321952,19,5,0,0
19680,0.0,1321,34.97282245,-10.95971973,10,3,60,1993
51689,0.0,0,31.4784521,-2.88729131,18,4,0,0
31940,25.0,1079,36.73130832,-3.84291767,21,4,150,1980
59002,1000.0,300,36.1758614,-8.93570437,5,4,320,1993
39996,0.0,0,38.45598206,-5.12884821,4,2,1056,1999
32363,0.0,0,31.3052449,-2.6411179,18,4,0,0
57258,2200.0,1871,34.80504620000001,-9.64886054,11,4,22,2005
45259,0.0,0,33.61804872,-4.25843911,14,2,0,0
73358,0.0,1111,37.05786162,-3.2898155,3,7,1,2008
29138,0.0,0,33.29432305,-4.40775537,14,1,0,0
73048,0.0,910,36.92905566,-3.57405053,21,4,200,2002
36242,0.0,1518,37.31462694,-3.21882482,3,4,30,1976
44665,500.0,366,37.68471511,-6.03625419,5,6,1,2008
15351,0.0,1748,32.1268515,-8.56808059,15,2,150,2003
10510,5000.0,504,38.0547523,-4.30596494,3,3,200,2012
59809,0.0,1565,34.91436801,-4.52828787,13,2,300,2000
23855,0.0,721,35.48112393,-7.42870702,11,1,1,1995
64560,0.0,1189,32.93264541,-1.99020705,19,1,300,1996
37054,0.0,1269,34.77463102,-10.90799296,10,3,360,2000
69898,3000.0,1302,34.76580118,-8.7215452,11,4,120,1980
40892,0.0,182,38.14877964,-6.83426718,5,2,240,2000
68631,500.0,547,34.64468018,-11.01132188,10,3,50,1992
49487,300.0,1062,29.66483632,-4.72564476,16,3,703,2005
72817,0.0,0,34.0537186,-8.86149213,12,7,0,0
68833,20.0,147,38.31506003,-6.60918774,6,1,100,2009
11420,0.0,0,33.85560297,-9.65518713,12,3,0,0
69444,0.0,1277,30.03494217,-4.77359054,16,2,540,1984
66680,0.0,0,32.56585018,-4.13560859,17,3,0,0
1608,0.0,288,38.50859587,-9.78479839,80,43,350,1978
60973,0.0,0,0.0,-2e-08,19,6,0,0
43911,600.0,837,29.69581017,-4.84759763,16,3,721,2009
39994,1200.0,1767,35.00295603,-8.46681094,11,2,0,2000
53831,0.0,2108,34.00508078,-9.33485569,11,3,0,2003
51756,50.0,156,38.34925263,-6.63375687,6,1,20,2005
14253,1000.0,1416,35.53308589,-7.71851259,11,1,650,1985
30761,0.0,0,31.64410258,-2.20558952,18,3,0,0
46597,0.0,32,39.29424237,-7.02708768,60,43,1041,2009
37507,20.0,872,37.0227058,-3.51595684,21,4,200,2004
61038,0.0,326,35.80359672,-8.78289315,5,3,300,1997
59644,30.0,1608,34.89495963,-4.68761957,13,2,350,1990
11115,0.0,0,33.0476813,-9.03934377,12,6,0,0
73188,0.0,0,31.45492906,-2.83288682,18,4,0,0
39724,50.0,1224,33.49757704,-2.11953931,20,4,250,1978
65842,0.0,1357,30.6508957,-5.74720348,15,1,150,1985
44246,0.0,0,38.83436462,-4.87722836,4,8,590,2004
38470,0.0,1524,34.89042226,-10.92677771,10,3,60,2009
56379,0.0,0,33.83126934,-3.61200117,17,8,0,0
16061,0.0,335,37.79150262,-7.13698557,5,2,1,2008
63513,0.0,0,34.22744331,-8.79911486,12,7,0,0
36835,0.0,0,32.86041663,-2.7275945,19,5,0,0
66863,1500.0,709,37.55731139,-3.53818051,3,2,100,2009
24089,0.0,0,0.0,-2e-08,19,6,0,0
63688,0.0,153,39.13803534,-10.39654946,80,53,230,1980
7455,10.0,786,37.46149570000001,-3.39080601,3,4,1,2001
28237,50.0,275,38.42719195,-6.09861812,6,1,200,2008
22651,0.0,1522,36.89060953,-3.19504963,2,7,350,2009
20900,250.0,1313,29.88887552,-4.48567884,16,2,350,2007
67745,2.0,807,37.52126306,-3.40321502,3,4,1400,2009
47034,100.0,1624,34.85642453,-4.58485534,13,2,200,2010
25165,0.0,1785,38.26204353,-4.6675996,4,1,1,1992
1035,0.0,344,39.10372591,-10.84728009,90,33,203,2008
49253,2000.0,1009,35.45552584,-10.61247775,10,2,0,2005
44759,10.0,1795,31.60101601,-7.96130988,15,4,600,1995
53034,0.0,0,31.58046536,-5.42282432,14,4,0,0
37614,0.0,339,37.5715771,-6.22125166,5,6,40,1967
53386,0.0,1165,37.39347022,-3.30500157,3,4,65,1963
1930,50.0,346,38.64494862,-10.82930185,90,63,30,2007
5054,0.0,320,38.42287417,-5.21378184,4,6,60,1991
59118,0.0,0,34.65084779,-8.45787029,12,7,0,0
73744,100.0,380,37.82163414,-7.13121262,5,2,300,1996
36556,0.0,1202,37.65754321,-3.09263833,3,1,297,2005
36537,0.0,0,32.83159849,-4.3679826,14,1,0,0
23424,0.0,0,32.65746275,-8.8010898,12,6,0,0
4114,500.0,1623,34.864653999999994,-4.6044351,13,2,300,2000
37037,20.0,840,31.55616516,-7.67534775,15,2,450,2002
34653,0.0,1289,36.55649426,-3.45965413,2,1,1,1990
65632,0.0,1530,34.88051411,-5.08275258,13,2,1,1980
61056,0.0,0,34.22464114,-8.79676767,12,7,0,0
47736,200.0,990,36.70712051,-8.66491284,5,4,280,2004
23494,0.0,1067,37.66872059,-3.18892891,3,1,1,1976
50707,30.0,37,39.29334628,-6.98098143,60,43,6922,2010
39696,0.0,416,38.16636298,-10.92515867,90,63,56,2008
21841,0.0,0,34.01109658,-8.85060367,12,7,0,0
35502,500.0,814,36.03913522,-10.43614274,10,5,240,1982
28412,0.0,0,31.69059038,-2.3728944,18,8,0,0
40156,0.0,1517,36.64887182,-3.32339355,2,2,150,2000
54898,2000.0,1297,36.36653227,-7.74828885,11,7,49,2009
17960,3500.0,1202,34.27207123,-4.52078768,13,1,205,2010
59958,0.0,0,33.35335146,-3.48862522,17,3,0,0
65679,0.0,0,33.82093659,-9.1447689,12,4,0,0
13580,0.0,1200,34.19113896,-1.99791522,20,4,233,2012
57492,0.0,0,33.87632135,-3.15244312,17,2,0,0
70343,1000.0,329,37.53014928,-6.43516694,5,6,1,2005
41412,0.0,293,39.0423364,-9.91107002,80,53,376,1989
54949,0.0,0,31.44150044,-1.20331619,18,7,0,0
51350,0.0,0,32.2391759,-5.22757963,14,4,0,0
11304,1200.0,1359,34.82315879,-8.57328805,11,2,0,0
44323,500.0,1009,29.68027796,-4.75455936,16,3,450,1985
20223,50.0,35,38.79888961,-6.60803283,6,2,1,2010
40810,0.0,0,33.77537419,-9.57161865,12,3,0,0
24079,20.0,274,38.41026838,-6.11540385,6,1,50,2003
5791,0.0,282,37.76520786,-7.05843529,5,2,45,2004
34954,500.0,1312,34.69091854,-8.77564142,11,4,150,1978
4686,0.0,0,33.63559119,-3.56247354,17,8,0,0
55814,0.0,0,30.82703584,-2.49634754,18,30,0,0
1748,0.0,631,36.26649169,-7.63106554,11,7,30,1984
11143,0.0,0,33.2693935,-9.48698791,12,5,0,0
2772,0.0,1527,34.82948092,-4.74165815,13,2,1,1990
25207,0.0,0,34.31011115,-8.70830205,12,7,0,0
45339,0.0,1240,30.54675913,-3.51842264,16,1,200,2010
60498,0.0,1247,35.84775919,-4.16509542,21,1,480,1998
47404,0.0,1264,37.01874849,-3.2387851000000003,3,7,1,2001
33772,0.0,0,33.43566273,-2.59146252,19,2,0,0
59433,0.0,0,0.0,-2e-08,17,1,0,0
72849,0.0,-40,39.51314946,-8.52663369,80,13,100,1975
59489,1000.0,1715,35.41402367,-8.11371331,11,1,140,2004
46678,0.0,1439,34.58643575,-4.66935779,13,2,1,1960
44863,500.0,274,36.51275187,-8.09806567,5,3,200,2000
50163,50.0,170,38.34483469,-6.63457771,6,1,25,2008
70930,50.0,366,38.75638427,-10.60630124,90,33,2100,2010
59741,0.0,0,32.355886100000006,-9.12164272,12,6,0,0
64802,0.0,0,33.86299874,-9.61258387,12,3,0,0
60306,0.0,25,39.26182504,-7.16920008,6,4,200,2003
20552,0.0,235,37.03617063,-7.78032477,5,3,301,2010
6255,0.0,0,33.59149998,-3.54699967,17,8,0,0
41446,0.0,0,36.29435352,-6.65640376,1,1,0,0
60266,0.0,0,33.48552768,-2.69648306,19,2,0,0
62224,0.0,0,36.60873811,-6.98131844,1,1,0,0
18818,0.0,1884,35.45391432,-4.43493262,21,2,258,2005
27991,0.0,916,36.91849423,-3.55972217,2,7,120,1974
8900,0.0,0,33.2090012,-2.75178973,19,4,0,0
14571,500.0,1591,34.95121848,-8.92383617,11,4,80,2008
62475,20.0,1266,37.06901603,-3.18280948,3,7,1,2002
7778,0.0,0,30.48282326,-2.82850459,18,30,0,0
44654,0.0,0,33.79651467,-3.57351204,17,8,0,0
49929,0.0,0,32.51298892,-3.74233501,17,3,0,0
26589,0.0,0,31.00228142,-1.70307381,18,1,0,0
17893,0.0,0,31.74045845,-1.43544091,18,2,0,0
59432,0.0,912,35.21574835,-10.82348439,10,2,500,1996
4004,1000.0,1767,35.47185379,-8.0500587,11,1,700,2009
38129,0.0,1237,38.45819223,-4.9029868,4,1,1,1975
71452,0.0,1366,34.01426714,-1.79407562,20,3,320,1964
1852,100.0,559,37.44820974,-11.13833682,10,1,1,1998
33728,0.0,0,32.94724519,-3.9079571,17,3,0,0
5876,0.0,1689,34.88444636,-4.88072986,13,2,1,1990
17543,0.0,102,38.44876677,-6.63749122,6,1,600,1972
16113,0.0,1483,34.73068809,-4.58048254,13,2,1,1970
50060,0.0,0,35.30244538,-6.31306184,1,6,0,0
59164,0.0,1499,34.75787034,-5.05946318,13,2,1,1980
13715,0.0,0,33.39902758,-4.24989659,14,2,0,0
40791,0.0,913,36.90159308,-3.69330087,21,4,200,2009
14270,0.0,1193,37.64420589,-3.17359598,3,1,1,2012
11239,0.0,0,33.2815086,-2.76941235,19,4,0,0
73779,0.0,0,30.98022122,-1.74637344,18,1,0,0
28835,50.0,27,39.16127924,-6.92146456,7,2,80,2010
5086,0.0,0,32.78378243,-3.28211681,17,3,0,0
38579,0.0,0,30.6644845,-2.44647772,18,30,0,0
21383,500.0,1050,35.77902379,-10.5459247,10,5,420,1987
73975,0.0,925,29.64871263,-4.78597955,16,3,290,1992
53077,0.0,0,36.3857007,-6.79708245,1,1,0,0
21623,2000.0,1418,36.108195,-7.53817622,11,7,100,1984
37587,0.0,448,39.33695999,-10.65638298,90,33,390,2002
13029,0.0,0,33.15432743,-2.60292708,19,2,0,0
40226,0.0,2288,34.12208085,-9.2564455,11,3,0,2009
17424,0.0,0,32.21076256,-3.95926603,17,3,0,0
54043,0.0,1520,34.84396229,-5.15599783,13,2,1,1990
18723,0.0,1101,29.98015755,-4.99057689,16,3,250,2009
33683,500.0,1803,36.62094903,-3.21450556,2,2,150,2004
12262,20.0,103,39.42526643,-10.2471148,80,23,324,2006
58850,0.0,134,39.95506896,-10.58919271,99,1,500,2010
1497,1500.0,2033,34.58740932,-9.28006493,11,4,35,2006
56489,0.0,0,33.8652831,-9.60386656,12,3,0,0
73031,0.0,2149,31.63489855,-7.86943647,15,4,400,1984
47407,0.0,0,31.76804788,-3.02807059,18,8,0,0
25846,0.0,0,33.39141546,-2.77604223,19,4,0,0
44306,0.0,1191,38.42483277,-4.6258903,4,1,1,1974
58314,0.0,0,30.60303468,-1.19247348,18,1,0,0
1905,0.0,0,31.48263048,-1.43381507,18,2,0,0
58395,0.0,0,0.0,-2e-08,19,2,0,0
13708,0.0,1088,34.37492159,-4.09000903,13,1,520,2003
1417,0.0,373,38.61832564,-10.79364951,90,33,1,1980
46351,100.0,1725,34.85451785,-10.93632961,10,3,60,1995
5605,0.0,7,38.97882914,-6.52315401,6,1,70,1985
7347,0.0,1021,29.92477142,-4.88199366,16,3,600,1985
45267,0.0,1333,34.10535169,-2.89067516,17,1,500,1996
22319,0.0,0,32.97032438,-2.66434502,19,7,0,0
8758,0.0,0,30.82433909,-2.90250085,18,30,0,0
49205,50.0,1187,32.91986139,-2.47667983,19,8,600,1990
9363,0.0,1638,34.58296585,-1.38807421,20,1,200,2009
35277,0.0,1940,35.36889642,-4.06982656,21,3,1,2012
68651,500.0,1502,34.67635028,-4.238336,13,1,243,2010
46103,3000.0,908,35.38818129,-7.65942623,11,1,1,1992
32259,10.0,1216,37.11145882,-3.22360364,3,5,25,1999
721,0.0,1189,33.03587642,-2.08874983,19,1,450,2011
27304,0.0,1542,37.4846409,-3.28777996,3,4,55,1972
36548,0.0,95,40.11121092,-10.47696549,99,1,300,1985
42639,0.0,478,38.24195006,-4.96329239,4,2,5,1973
28597,0.0,0,35.59964599,-6.43708528,1,6,0,0
51983,0.0,0,34.04986904,-8.68981702,12,7,0,0
55188,20.0,395,37.96018767,-9.66657936,80,43,350,2006
48865,5000.0,1904,35.5380046,-3.70171667,21,3,275,1993
55360,0.0,0,32.97544032,-4.13213462,14,1,0,0
55828,0.0,457,34.62697359,-10.54442429,10,3,80,1994
66713,0.0,1602,34.79584705,-4.91668276,13,4,1,2009
36845,1000.0,0,37.19516967,-6.0452296,5,1,700,1995
28220,0.0,830,32.26890445,-8.37009995,15,2,530,1998
3921,0.0,0,33.87445159,-3.16876001,17,2,0,0
48410,20000.0,1505,36.68448071,-3.34196894,2,2,300,1995
39751,300.0,-25,39.98547209,-10.28632113,99,1,200,1985
63845,0.0,0,31.44846438,-1.57924571,18,2,0,0
40546,0.0,1623,36.41468322,-2.43695453,2,6,300,2012
64650,0.0,1401,36.96897032,-3.15800579,3,7,1,2001
52537,0.0,2085,34.5717501,-9.34896592,11,4,1,1994
15537,1000.0,1551,34.86379562,-4.439097,13,2,200,1990
13724,0.0,0,30.6302559,-2.71222989,18,30,0,0
23118,0.0,0,32.87779309,-4.4180827,14,1,0,0
66214,0.0,0,32.69760352,-3.87579008,17,3,0,0
23900,0.0,1719,35.34511477,-4.40554394,21,2,205,2011
32542,0.0,0,35.8833892,-6.06511094,1,5,0,0
15347,0.0,2159,34.54986654,-9.34066392,11,4,35,2009
2340,0.0,609,39.25991709,-10.77332923,90,33,1,2012
32420,0.0,0,33.85193788,-9.40333765,12,4,0,0
18254,0.0,1303,30.49980034,-3.60124191,16,1,500,1990
44480,0.0,1693,35.36339416,-4.5214177000000015,21,2,321,2002
55387,0.0,0,33.804408,-3.51656793,17,2,0,0
62798,0.0,0,33.43041761,-2.61455662,19,2,0,0
51898,0.0,0,32.40309361,-2.5429028,19,5,0,0
63134,0.0,1040,35.32325647,-10.46755217,10,2,0,1984
45184,0.0,296,38.98336815,-10.86342083,90,33,1,1985
36370,0.0,0,35.85327226,-4.63925258,1,1,0,0
20909,0.0,0,33.95712272,-9.49769759,12,3,0,0
50764,200.0,1243,37.88267493,-4.38477751,3,3,90,2011
30707,20.0,328,37.53181495,-6.43503977,5,6,1,2009
43444,0.0,0,30.67297965,-1.24958392,18,1,0,0
23795,0.0,0,33.56700449,-9.2497383,12,4,0,0
47004,0.0,1337,30.56041976,-3.58612137,16,1,340,2001
29250,0.0,0,32.22656904,-2.49491,19,5,0,0
57262,0.0,1836,35.76691104,-8.08945028,11,7,500,1974
40969,0.0,1456,36.92070274,-3.22568471,2,7,250,2010
59881,0.0,1602,35.54135013,-4.19535394,21,1,240,2012
49185,0.0,0,34.28630811,-3.1806189,17,6,0,0
13289,0.0,-19,40.30564353,-10.33610136,99,1,1200,1971
18900,0.0,-2,38.9401935,-6.527373000000001,6,1,50,2007
2940,50.0,57,39.58169206,-9.7257709,80,23,1,2000
31329,0.0,0,31.74291983,-1.43515282,18,2,0,0
33990,200.0,2506,34.02641164,-9.1426259,11,3,0,2008
33956,0.0,138,38.86322684,-5.11812916,4,3,170,1999
5672,30.0,1027,35.3209063,-3.50196368,24,30,800,2012
68791,0.0,0,33.36600447,-8.88743467,12,2,0,0
58910,0.0,0,31.36121476,-2.65533183,18,4,0,0
10302,1200.0,1267,30.26344776,-4.52326449,16,2,500,1977
4102,1200.0,0,37.19574041,-6.0028625,5,1,650,1995
63088,0.0,0,31.12624916,-1.65365961,18,1,0,0
60992,0.0,0,31.41369356,-1.21937207,18,7,0,0
2163,0.0,0,35.9982458,-6.21824826,1,5,0,0
5814,0.0,1318,34.07892141,-2.8559677000000003,17,1,500,2006
59649,20.0,48,39.03038884,-7.45429005,6,4,200,2007
51711,0.0,1545,34.7764772,-8.82985765,11,4,56,1978
49057,0.0,0,32.73540174,-3.77927661,17,3,0,0
72380,0.0,1560,34.88645598,-4.53359416,13,2,200,1990
69099,0.0,0,33.52303591,-2.8649799,19,4,0,0
56068,300.0,1282,37.67090402,-3.69045951,3,2,49,2007
31137,0.0,194,38.428983,-11.34771077,90,63,56,1976
34099,250.0,1257,30.38398629,-4.35863239,16,2,530,2009
27527,0.0,0,31.6252998,-1.2300393,18,7,0,0
55045,0.0,2171,34.45841831,-9.31495912,11,4,150,1998
13202,0.0,507,38.04093124,-4.32015679,3,3,230,1994
26642,0.0,1059,36.79076071,-3.45923649,2,2,150,2000
41700,0.0,0,30.50035449,-2.59112514,18,30,0,0
64280,0.0,399,38.65244874,-10.28426533,8,3,272,0
51168,0.0,1954,31.365116,-7.78639736,15,3,120,1984
23169,20000.0,-20,39.6631064,-7.90965411,60,60,18,0
49542,600.0,836,29.74085321,-4.84720116,16,3,100,2009
54426,20.0,1741,35.10762343,-4.14409808,21,3,940,2006
69843,0.0,0,33.52869723,-2.96484265,17,2,0,0
46412,500.0,1544,34.61093725,-9.00828731,11,4,30,1978
23871,6.0,1027,37.45156407,-3.35460806,3,4,5,2008
54557,10.0,975,37.14027760000001,-3.31595201,3,5,50,1999
