,Song_name,shakira
210,controlas mi destino en portugues   ,"""Cuando pienso que este asunto Se puede solucionar Te me acercas y echas todo marcha atras Y el temor me hizo en eso mucho mas fuerte que tu Pero me vas a vencer asi nomas Pero ahora me doy cuenta Que mi pulso se acelera y tiemblo."", ""Se me atrofian mis sentidos Se detienen mis latidos No soporto que tu controles mi destino."", ""Coro: Ten un poco de compasion por mi No ves que estoy a punto de desistir Me encuentro inmovil de cabeza a los pies Y ya sinceramente no se que hacer. (repite)"", ""Y ahora me dice por dentro Que me olvide ya del miedo Que el amor en mi esta ardiendo como el fuego Y el temor de que me queme Vuelve e invade mi terreno Que las cosas no funcionen como quiero Pero ese sentimiento es mas fuerte Que mis pensamientos."", ""Se me atrofian mis sentidos Se detienen mis latidos No soporto que tu controles mi destino."", ""Ten un poco de compasion por mi..."""
211,la tortura official version   ,"""Ay, payita m\u00c3\u00ada, gu\u00c3\u00a1rdate la poes\u00c3\u00ada Gu\u00c3\u00a1rdate la alegr\u00c3\u00ada pa' ti"", ""No pido que todos los d\u00c3\u00adas sean de sol No pido que todos los viernes sean de fiesta Tampoco te pido que vuelvas rogando perd\u00c3\u00b3n Si lloras con los ojos secos y hablando de ella"", ""(Ay, amor, me duele tanto) \u00c2\u00bfC\u00c3\u00b3mo dice? (Me duele tanto) Que te fueras sin decir ad\u00c3\u00b3nde Ay, amor, fue una tortura (perderte)"", ""Yo s\u00c3\u00a9 que no he sido un santo Pero lo puedo arreglar, amor No s\u00c3\u00b3lo de pan vive el hombre Y no de excusas vivo yo"", ""S\u00c3\u00b3lo de errores se aprende Y hoy s\u00c3\u00a9 que es tuyo mi coraz\u00c3\u00b3n Mejor te guardas todo eso A otro perro con ese hueso, y nos decimos adi\u00c3\u00b3s"", ""No puedo pedir que el invierno perdone a un rosal No puedo pedir a los olmos que entreguen peras No puedo pedirle lo eterno a un simple mortal Y andar arrojando a los cerdos miles de perlas"", ""Ay, amor, ay, me duele tanto \u00c2\u00bfQu\u00c3\u00a9 c\u00c3\u00b3mo dice? (Me duele tanto) Que te fueras sin decir ad\u00c3\u00b3nde Ay, amor, fue una tortura (perderte)"", ""Yo s\u00c3\u00a9 que no he sido un santo Pero lo puedo arreglar, amor No s\u00c3\u00b3lo de pan vive el hombre Y no de excusas vivo yo"", ""S\u00c3\u00b3lo de errores se aprende Y hoy s\u00c3\u00a9 que es tuyo mi coraz\u00c3\u00b3n Mejor te guardas todo eso A otro perro con ese hueso, y nos decimos adi\u00c3\u00b3s"", ""\u00c2\u00a1Barranquilleros!"", ""No te bajes, no te bajes Oye, negrita, mira, no te rajes De lunes a viernes tienes mi amor D\u00c3\u00a9jame el s\u00c3\u00a1bado a m\u00c3\u00ad, que es mejor"", ""Oye, mi negra, no me castigues m\u00c3\u00a1s Porque all\u00c3\u00a1 afuera sin ti, no tengo paz S\u00c3\u00b3lo soy un hombre arrepentido Y como el ave que vuelve a su nido"", ""Yo s\u00c3\u00a9 que no he sido un santo Y es que no estoy hecho de cart\u00c3\u00b3n No s\u00c3\u00b3lo de pan vive el hombre Y no de excusas vivo yo"", ""S\u00c3\u00b3lo de errores se aprende Y hoy s\u00c3\u00a9 que es tuyo mi coraz\u00c3\u00b3n"", ""Ay, ay, ay, ay, ay Ay, todo lo que he hecho por ti Fue una tortura perderte Y me duele tanto que sea as\u00c3\u00ad Sigue llorando perd\u00c3\u00b3n Yo, yo no voy a llorar por ti"""
212,en tus pupilas ingles   ,"""Quand tu, quand tu me prends dans tes bras Quand je regarde dans tes yeux Je vois qu'un Dieu existe Ce n'est pas dur d'y croire"", ""Antes de conocerte el mundo era plano Aunque lo discuta usted, Se\u00c3\u00b1or Galilei Y me cans\u00c3\u00a9 de besar ranas en vano Pero el pr\u00c3\u00adncipe azul jam\u00c3\u00a1s lo encontr\u00c3\u00a9"", ""Y as\u00c3\u00ad llegaste t\u00c3\u00ba Devolvi\u00c3\u00a9ndome la fe Sin poemas y sin flores Con defectos, con errores Pero en pie"", ""Y siento algo en ti, algo entre los dos Que me hace insistir Cuando miro en tus pupilas S\u00c3\u00a9 que Dios no dej\u00c3\u00b3 de existir"", ""Y siento algo en ti, algo entre los dos Que me hace insistir Cuando miro en tus pupilas S\u00c3\u00a9 que Dios no dej\u00c3\u00b3 de existir"", ""T\u00c3\u00ba lo haces vivir T\u00c3\u00ba lo haces vivir"", ""La vida es una colecci\u00c3\u00b3n de recuerdos Pero a nada como t\u00c3\u00ba recuerdo tan bien Desde la redondez que tienen tus labios Al olor de tu pelo, al color de tu piel"", ""No pienses que te ir\u00c3\u00a1s y me voy a resignar Eres lo mejor que me ha pasado Entre lo mundano y lo sagrado Y a\u00c3\u00ban m\u00c3\u00a1s"", ""Y siento algo en ti, algo entre los dos Que me hace insistir Cuando miro en tus pupilas S\u00c3\u00a9 que Dios no dej\u00c3\u00b3 de existir"", ""Y siento algo en ti, algo entre los dos Que me hace insistir Cuando miro en tus pupilas S\u00c3\u00a9 que Dios no dej\u00c3\u00b3 de existir"", ""T\u00c3\u00ba lo haces vivir T\u00c3\u00ba lo haces vivir"", ""Quand tu, quand tu me prends dans tes bras Quand je regarde dans tes yeux Je vois qu'un Dieu existe Ce n'est pas dur d'y croire"", ""Y siento algo en ti Y siento que algo en ti Y siento algo en ti, algo Algo en ti"", ""Je te desire"""
213,la pared en portugues   ,"""Eres como una predicci\u00c3\u00b3n de las buenas Eres como una dosis alta en las venas"", ""Y el deseo gira en espiral Porque mi amor por ti es total Y es para siempre"", ""Despu\u00c3\u00a9s de ti, la pared No me faltes nunca Debajo, el asfalto Y m\u00c3\u00a1s abajo estar\u00c3\u00ada yo"", ""Despu\u00c3\u00a9s de ti, la pared No me faltes nunca Debajo, el asfalto Y m\u00c3\u00a1s abajo estar\u00c3\u00ada yo Sin ti"", ""Eres la enfermedad y el enfermero Ya me has convertido en tu perro faldero"", ""Sabes que, sin ti, ya yo no soy Sabes que a donde vayas, voy Naturalmente"", ""Despu\u00c3\u00a9s de ti, la pared No me faltes nunca Debajo, el asfalto Y m\u00c3\u00a1s abajo estar\u00c3\u00ada yo"", ""Despu\u00c3\u00a9s de ti, la pared No me faltes nunca Debajo, el asfalto Y m\u00c3\u00a1s abajo estar\u00c3\u00ada yo Sin ti"", ""Despu\u00c3\u00a9s de ti, la pared No me faltes nunca Debajo, el asfalto Y m\u00c3\u00a1s abajo estar\u00c3\u00ada yo"", ""Despu\u00c3\u00a9s de ti, la pared No me faltes nunca Debajo, el asfalto Y m\u00c3\u00a1s abajo estar\u00c3\u00ada yo Sin ti Sin ti"""
214,ill stand by you   ,"""Oh, why you look so sad? Tears are in your eyes Come on and come to me now"", ""Don't be ashamed to cry Let me see you through 'Cause I've seen the dark side too"", ""When the night falls on you You don't know what to do Nothing you confess Could make me love you less"", ""I'll stand by you, I'll stand by you Won't let nobody hurt you I'll stand by you"", ""So if you're mad, get mad Don't hold it all inside Come on and talk to me now"", ""Hey, what you got to hide? I get angry too Well, I'm a lot like you"", ""When you're standing at the crossroads And don't know which path to choose Let me come along 'Cause even if you're wrong"", ""I'll stand by you, I'll stand by you Won't let nobody hurt you I'll stand by you"", ""Take me in into your darkest hour And I'll never desert you I'll stand by you"", ""And when, when the night falls on you, baby You're feeling all alone You won't be on your own"", ""I'll stand by you and I'll stand by you Won't let nobody hurt you I'll stand by you"", ""Take me in into your darkest hour And I'll never desert you I'll stand by you"", ""And I'll stand by you I'll stand by you I'll stand by you"", ""And I'll never desert you I'll stand by you I'll stand by you"", ""And I'll never desert you I'll stand by you"""
215,gordita   ,"""Esto a ti te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar Esto a ti, a ti te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar"", ""Yo no quiero un erudito ni un millonario Sino uno como t\u00c3\u00ba, con ese vocabulario Contigo, yo pierdo hasta mis buenos modales Aunque terminemos como dos animales"", ""Mu\u00c3\u00a9vete, mu\u00c3\u00a9vete como un invertebrado Soy tu cazadora, y t\u00c3\u00ba eres mi venado S\u00c3\u00ad, mamita, yo soy como Bambi, tu venadito Dale, c\u00c3\u00a1llate y ponte de ladito"", ""Esto a ti te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar Esto a ti, a ti te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar"", ""Eso que me dices t\u00c3\u00ba, eso Son palabras bonitas, dedicadas Llenas de amor para m\u00c3\u00ad (T\u00c3\u00ba eres mi gordita) Eso que me dices t\u00c3\u00ba, eso Son palabras bonitas, dedicadas Llenas de amor para m\u00c3\u00ad"", ""Oye, oye Perversi\u00c3\u00b3n absoluta en el \u00c3\u00a1rea Perverso como tener sexo en una funeraria Yo soy el jefe; y yo la secretaria Deja que te saque tu lado de ordinaria"", ""Shaki, t\u00c3\u00ba est\u00c3\u00a1s bien bonita Aunque tambi\u00c3\u00a9n me gustabas cuando estabas m\u00c3\u00a1s gordita Con el pelito negrito y la cara redondita As\u00c3\u00ad, medio rockerita"", ""Tambi\u00c3\u00a9n me gustas ahora pero cuando pierdes los modales Cuando comes sin cubiertos como los animales Cuando se te sale lo sucio, lo obsceno Todo lo que sabe bueno, todo el veneno"", ""Si yo soy criminal, t\u00c3\u00ba eres una delincuente Vamos a tirarnos los dos del mismo puente Sin paraca\u00c3\u00addas en nuestro mundo, volando Como los hippies cuando est\u00c3\u00a1n fumando"", ""Eso que me dices t\u00c3\u00ba, eso Son palabras bonitas, dedicadas Llenas de amor para m\u00c3\u00ad (T\u00c3\u00ba eres mi gordita)"", ""Esto a ti te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar Esto a ti, a ti te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar"", ""Me gusta que me mires como un delincuente Soy Caperucita, y t\u00c3\u00ba eres el lobo que miente Inv\u00c3\u00adtame a pasearme por el lado salvaje Donde yo no tenga que llevar maquillaje"", ""No puedo decirte todo, todo lo que pienso Soy peor que t\u00c3\u00ba, y si me buscas, yo te encuentro"", ""Chiquita rica que me rasca cuando pica, chica Chiquito, dame un pico chico en el hocico rico Yo poco a poco (poco) Te toco un poco (poco) T\u00c3\u00a1rara, t\u00c3\u00a1rara, tara-t\u00c3\u00a1rara"", ""Chiquita rica que me rasca cuando pica, chica Chiquito, dame un pico chico en el hocico rico Yo poco a poco (poco) Te toco un poco (poco) T\u00c3\u00a1rara, t\u00c3\u00a1rara, tara-t\u00c3\u00a1rara"", ""Esto a ti te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar Esto a ti, a ti te va a calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar \u00c2\u00bfQu\u00c3\u00a9? A calentar"", ""Eso que me dices t\u00c3\u00ba, eso Son palabras bonitas, dedicadas Llenas de amor para m\u00c3\u00ad (T\u00c3\u00ba eres mi gordita) Eso que me dices t\u00c3\u00ba, eso Son palabras bonitas, dedicadas Llenas de amor para m\u00c3\u00ad"""
216,la tortura reggaeton version   ,"""Ay, payita m\u00c3\u00ada, gu\u00c3\u00a1rdate la poes\u00c3\u00ada Gu\u00c3\u00a1rdate la alegr\u00c3\u00ada pa' ti"", ""No pido que todos los d\u00c3\u00adas sean de sol No pido que todos los viernes sean de fiesta Tampoco te pido que vuelvas rogando perd\u00c3\u00b3n Si lloras con los ojos secos y hablando de ella"", ""(Ay, amor, me duele tanto) \u00c2\u00bfC\u00c3\u00b3mo dice? (Me duele tanto) Que te fueras sin decir ad\u00c3\u00b3nde Ay, amor, fue una tortura (perderte)"", ""Yo s\u00c3\u00a9 que no he sido un santo Pero lo puedo arreglar, amor No s\u00c3\u00b3lo de pan vive el hombre Y no de excusas vivo yo"", ""S\u00c3\u00b3lo de errores se aprende Y hoy s\u00c3\u00a9 que es tuyo mi coraz\u00c3\u00b3n Mejor te guardas todo eso A otro perro con ese hueso, y nos decimos adi\u00c3\u00b3s"", ""No puedo pedir que el invierno perdone a un rosal No puedo pedir a los olmos que entreguen peras No puedo pedirle lo eterno a un simple mortal Y andar arrojando a los cerdos miles de perlas"", ""Ay, amor, ay, me duele tanto \u00c2\u00bfQu\u00c3\u00a9 c\u00c3\u00b3mo dice? (Me duele tanto) Que te fueras sin decir ad\u00c3\u00b3nde Ay, amor, fue una tortura (perderte)"", ""Yo s\u00c3\u00a9 que no he sido un santo Pero lo puedo arreglar, amor No s\u00c3\u00b3lo de pan vive el hombre Y no de excusas vivo yo"", ""S\u00c3\u00b3lo de errores se aprende Y hoy s\u00c3\u00a9 que es tuyo mi coraz\u00c3\u00b3n Mejor te guardas todo eso A otro perro con ese hueso, y nos decimos adi\u00c3\u00b3s"", ""\u00c2\u00a1Barranquilleros!"", ""No te bajes, no te bajes Oye, negrita, mira, no te rajes De lunes a viernes tienes mi amor D\u00c3\u00a9jame el s\u00c3\u00a1bado a m\u00c3\u00ad, que es mejor"", ""Oye, mi negra, no me castigues m\u00c3\u00a1s Porque all\u00c3\u00a1 afuera sin ti, no tengo paz S\u00c3\u00b3lo soy un hombre arrepentido Y como el ave que vuelve a su nido"", ""Yo s\u00c3\u00a9 que no he sido un santo Y es que no estoy hecho de cart\u00c3\u00b3n No s\u00c3\u00b3lo de pan vive el hombre Y no de excusas vivo yo"", ""S\u00c3\u00b3lo de errores se aprende Y hoy s\u00c3\u00a9 que es tuyo mi coraz\u00c3\u00b3n"", ""Ay, ay, ay, ay, ay Ay, todo lo que he hecho por ti Fue una tortura perderte Y me duele tanto que sea as\u00c3\u00ad Sigue llorando perd\u00c3\u00b3n Yo, yo no voy a llorar por ti"""
217,loca   ,"""Loca (loca) No te pongas bruto (loca) Que te la bebes Dance or die (or die, die, die) Loca (loca) Ra-ta-ta"", ""\u00c3\u0089l est\u00c3\u00a1 por m\u00c3\u00ad, y por ti borr\u00c3\u00b3 Eso que t\u00c3\u00ba tienes todo, y yo ni un kik\u00c3\u00ad \u00c3\u0089l est\u00c3\u00a1 por m\u00c3\u00ad, y por ti borr\u00c3\u00b3 (borr\u00c3\u00b3) Eso que t\u00c3\u00ba tienes todo, y yo ni un kik\u00c3\u00ad"", ""Ella se hace la bruta pa' cotizarse Conmigo en frente, ella se hace la gata en celo contigo Te cotorrea al o\u00c3\u00addo pa' tenerte en alta Ella muere por ti, y t\u00c3\u00ba por m\u00c3\u00ad es que matas"", ""Yo sigo tranquila como una paloma de esquina Mientras ella se pasa en su BM al lado m\u00c3\u00ado Yo de aqu\u00c3\u00ad no me voy, lo que est\u00c3\u00a1 pa' m\u00c3\u00ad Ninguna va a poder quit\u00c3\u00a1rmelo de un tir\u00c3\u00b3n"", ""Yo soy loca con mi tigre Loca, loca, loca Soy loca con mi tigre Loca, loca, loca Yo soy loca con mi tigre Loca, loca, loca Soy loca con mi tigre Loca, loca, loca"", ""\u00c3\u0089l est\u00c3\u00a1 por m\u00c3\u00ad, y por ti borr\u00c3\u00b3 (borr\u00c3\u00b3) Eso que t\u00c3\u00ba tienes todo, y yo ni un kik\u00c3\u00ad \u00c3\u0089l est\u00c3\u00a1 por m\u00c3\u00ad, y por ti borr\u00c3\u00b3 (borr\u00c3\u00b3) Eso que t\u00c3\u00ba tienes todo, y yo ni un kik\u00c3\u00ad"", ""Mientras ella te complace con todos tus caprichos Yo te llevo al malec\u00c3\u00b3n por un caminito Me dicen que tu novia anda con un rifle Porque me vio bailando mambo pa' ti \u00c2\u00bfQu\u00c3\u00a9, no lo permite?"", ""Yo no tengo la culpa de que t\u00c3\u00ba te enamores Mientras \u00c3\u00a9l te compra flores, yo compro cond... \u00c2\u00a1uh!"", ""Yo soy loca con mi tigre Cuantas m\u00c3\u00a1s rayas, mejor, y mira, eso es lo que dicen"", ""Yo soy loca con mi tigre Loca, loca, loca Soy loca con mi tigre Loca, loca, loca Yo soy loca con mi tigre Loca, loca, loca Soy loca con mi tigre"", ""Dios m\u00c3\u00ado Se colan los ra-ta-ta No te pongas bruto Que te la bebes Loca (loca) Loca"", ""\u00c3\u0089l est\u00c3\u00a1 por m\u00c3\u00ad, y por ti borr\u00c3\u00b3 (borr\u00c3\u00b3) Eso que t\u00c3\u00ba tienes todo, y yo ni un kik\u00c3\u00ad"", ""Yo soy loca con mi tigre Loca, loca, loca Soy loca con mi tigre Loca, loca, loca"", ""Loca, loca, loca"""
218,dude looks like a lady   ,"""Cruised into a bar on the shore Her picture graced a grime on his door She a long lost love at first sight Baby, maybe you're wrong But you know it's all right - that's right"", ""Back stage we're having the time Of our lives until somebody says 'Forgive me if I seem out of line' Then she whipped out a gun Tried to blow me away"", ""(Chorus) Dude Looks Like A Lady Dude Looks Like A Lady Dude Looks Like A Lady Dude Looks Like A Lady"", ""So never judge a book by its cover Or who you gonna love by your lover Love put me wise to her love in disguise She had the body of a venus Lord, imagine my surprise"", ""(Chorus)"", ""(Baby let me follow you down) Let me take a peak dear (Baby let me follow you down) Do me, do me, do me all night (Baby let me follow you down) Turn the other cheek dear (Baby let me follow you down) Do me, do me, do me, sue me"", ""What a funky lady Oh, she like it, like it, like it, like it Oh, he was a lady"", ""(Repeat Chorus)"""
219,always on my mind   ,"""Maybe I didn't treat you Quite as good as I should have Maybe I didn't love you"", ""Quite as often as I could Little things I should have said and done I just never took the time"", ""You were always on my mind (You were always on my mind) You were always on my mind You were always on my mind"""
220,controlas mi destino   ,"""Cuando pienso que este asunto Se puede solucionar Te me acercas y echas todo marcha atras Y el temor me hizo en eso mucho mas fuerte que tu Pero me vas a vencer asi nomas Pero ahora me doy cuenta Que mi pulso se acelera y tiemblo."", ""Se me atrofian mis sentidos Se detienen mis latidos No soporto que tu controles mi destino."", ""Coro: Ten un poco de compasion por mi No ves que estoy a punto de desistir Me encuentro inmovil de cabeza a los pies Y ya sinceramente no se que hacer. (repite)"", ""Y ahora me dice por dentro Que me olvide ya del miedo Que el amor en mi esta ardiendo como el fuego Y el temor de que me queme Vuelve e invade mi terreno Que las cosas no funcionen como quiero Pero ese sentimiento es mas fuerte Que mis pensamientos."", ""Se me atrofian mis sentidos Se detienen mis latidos No soporto que tu controles mi destino."", ""Ten un poco de compasion por mi..."""
221,did it again en espanol   ,"""First floor, room 16 Smells like danger, even better Set your goals, bless our souls I'm in trouble, but it feels like heaven"", ""You were like one of those guys The kind with the wandering eyes But I said, \""Hey, what the hell?\"" Once in my life I'll take a ride on the wild side"", ""You were so full of yourself But damn, were you cute as well You liked my legs, I liked your moves Anyone could tell not hard to deny that"", ""Did it again, now I got it all wrong But it felt so right, I can't believe it And all the mistakes that went on for too long Wish there was a way I could delete them"", ""Second night in a row Back in trouble, I don't get it Gotta keep it down 'cause the lobby called But we ignore them 'cause it's getting better"", ""When it comes to men, it's known That I end up choosing wrong 'Cause I always trip and fall On the same old rock and repeat and go back"", ""How blind a girl can be To miss you hide your ring? Lied about everything, I'm so naive And I should have known that"", ""Did it again, now I got it all wrong But it felt so right, I can't believe it And all the mistakes that went on for too long Wish there was a way I could delete them"", ""It may seem to you that I am in a place Where I'm losing the direction of my life But I'm sure that this is nothing but a phase Right back at ya 'cause I'll survive"", ""It may seem to you that I am in a place Where I'm losing the direction of my life But I'm sure that this is nothing but a phase Right back at ya 'cause I'll survive"", ""Did it again, now I got it all wrong But it felt so right, I can't believe it And all the mistakes that went on for too long Wish there was a way I could delete them"", ""Did it again, now I got it all wrong"""
222,hey big spender   ,"""the minute you walked in the joint i could see you were a man of distinction a real big spender! good looking,so refined say, wouldn't you like to know what's gonig on in my mind? now let me get right to the point! i don't pop my cork for every man i see hey big spender!! spend a little time with me!"", ""say, wouldn't you liek to have fun,fun,fun how's about a few laughs, laughs? i could show you a good time let me show you a, good time!! the minute you walked in the joint i could see you were a man of distinction a real big spender! good looking, so refined say, wouldn't you like to know what's going on in my mind? now let me get right to the point i don't pop my cork for every man i see!"", ""Hey Big Spender!! Hey Big Spender!! Hey Big Spender!! spend a little time with me!!"""
223,ask for more   ,"""I'd rather dance in the air than lie on the ground. I'd rather open my ears than shut out the sound. Travel to the ends of the earth, and tell you what I found."", ""I'd rather kneel down and pray than scream at the sun. Prefer to know, than to hide from my skeletons. I don't want to sit down and cry while watching others run. If I missed the bus more than once, I'm not the only one."", ""Don't wanna wait around for things to come to me. 'Cause when my hands are tied, they struggle to be free. And if they steal my eyes, I'll find a new way to see."", ""The world is forever turning, and there's a thought that never stops burning If I'm pounding at your door, it's beacuse I'm here to ask for more. The world is forever turning, and there's a thought that never stops burning. If I'm pounding at your door, it's beacuse I'm here to ask for more."", ""Prefer a thousand hello's to just one goodbye. Prefer the pain of the truth to a pretty lie. Listen to the words in my head, although they may not rhyme. Listen to the voice in my heart, somedays it's so sublime."", ""Don't wanna wait around for things to come to me. 'Cause when my hands are tied, they struggle to be free. And if they steal my eyes, I'll find a new way to see."", ""The world is forever turning, and there's a thought that never stops burning If I'm pounding at your door, it's beacuse I'm here to ask for more. The world is forever turning, and there's a thought that always burning. If I'm pounding at your door, it's beacuse I'm here to ask for more."", ""The world is forever turning, and there's a thought that never stops burning If I'm pounding at your door, it's beacuse I'm here to ask for more. The world is forever turning, and there's a thought that always burning. If I'm pounding at your door, it's beacuse I'm here to ask for more."""
224,la frontera the border   ,"""\""La Frontera\"""", ""La noche es joven (la noche es tan joven) Las estrellas son tan brillantes (las estrellas son tan brillantes) Hombre! As\u00c3\u00ad me siento..."", ""Tienes que trabajar en mi seducci\u00c3\u00b3n si deseas conseguirme Pero si piensas que soy una f\u00c3\u00a1cil captura, est\u00c3\u00a1s muerto Tienes que trabajar en mi seducci\u00c3\u00b3n si deseas conseguirme Pero si usted piensa que soy una f\u00c3\u00a1cil captura, est\u00c3\u00a1s muerto."", ""\u00c2\u00bfTe Puedo comprar un trago? Soy Superman y t\u00c3\u00ba puedes ser mi Lois Lane No me importa si eres el \u00c3\u00banico hombre en la Tierra No estes seguro de que estas recibiendo la suerte esta noche No lo estes ...."", ""Tienes que trabajar en mi seducci\u00c3\u00b3n si deseas conseguirme Pero si piensas que soy una f\u00c3\u00a1cil captura, est\u00c3\u00a1s muerto La paciencia no es un amigo m\u00c3\u00ado T\u00c3\u00ba y yo Si lo lavas ni\u00c3\u00b1o, deje que se seque, deje que se seque Tengo la receta Tengo que cocinar lentamente Ves, soy tu remedio Si quieren tener \u00c3\u00a9xito Deja a la chica tome la iniciativa Aunque sea por solo una vez en tu vida."", ""La noche es joven (la noche es tan joven) Las estrellas son tan brillantes (las estrellas son tan brillantes) Hombre! As\u00c3\u00ad es como me siento."", ""Hey, puedo comprarte un trago? A\u00c3\u00ban no cambi\u00c3\u00a9 de opini\u00c3\u00b3n Tengo un plan Para hacerte m\u00c3\u00ada Si te precipitas, no me gusta \u00c2\u00bfNo lo entiendes? Todas las cosas buenas Necesitan un poco de esfuerzo y tomar alg\u00c3\u00ban tiempo."", ""Tienes que trabajar en mi seducci\u00c3\u00b3n si deseas conseguirme Pero si piensas que soy una f\u00c3\u00a1cil captura, est\u00c3\u00a1s muerto La paciencia no es un amigo m\u00c3\u00ado T\u00c3\u00ba y yo Si lo lavas ni\u00c3\u00b1o, deje que se seque, deje que se seque Tengo la receta Tengo que cocinar lentamente Ves, soy tu remedio Si quieren tener \u00c3\u00a9xito Deja a la chica tome la iniciativa Aunque sea por solo una vez en tu vida."", ""La noche es joven (la noche es tan joven) Las estrellas son tan brillantes (las estrellas son tan brillantes) Hombre! As\u00c3\u00ad es como me siento."", "".... No puedo ver tu interior Date la vuelta ni\u00c3\u00b1a, dejame ver tu parte trasera Deteneto, estoy intentando ser buena, estoy intentando ser buena Soy bueno y voy a ser el hombre malo Voy a robar su coraz\u00c3\u00b3n en medio de la noche y Sobre las caderas ....... Shakira en el micr\u00c3\u00b3fono Sobre las caderas ...."", ""Tienes que trabajar en mi seducci\u00c3\u00b3n si deseas conseguirme Pero si piensas que soy una f\u00c3\u00a1cil captura, est\u00c3\u00a1s muerto Tienes que trabajar en mi seducci\u00c3\u00b3n si deseas conseguirme Pero si usted piensa que soy una f\u00c3\u00a1cil captura, est\u00c3\u00a1s muerto equivocado."", ""Oh, este es el lugar d\u00c3\u00b3nde morir\u00c3\u00a9 Para ambos, este es el lugar que se ahoga mi amor."""
225,escondite ingles en ingles   ,"""Bienvenido, has llegado En el momento justo y al lugar indicado No todo lo rico engorda Y no todo lo bueno es pecado"", ""Yo ser\u00c3\u00a9 tus deseos hechos piernas Una idea recurrente de fascinaci\u00c3\u00b3n Yo ser\u00c3\u00a9 un complot para tu mente El objeto y la causa de tu perdici\u00c3\u00b3n Y tu buena suerte"", ""Cuenta del uno al diez Y me escondo donde puedas verme Es mi forma de jugar al escondite ingl\u00c3\u00a9s"", ""B\u00c3\u00a9same de una vez Y te amarro a mi sof\u00c3\u00a1 burgu\u00c3\u00a9s Es mi forma de jugar al escondite Es mi forma de jugar al escondite Es mi forma de jugar al escondite ingl\u00c3\u00a9s"", ""No me juzgues, no soy de esas S\u00c3\u00b3lo porque tengo una mente traviesa No todo lo rico engorda Y no el que peca empata si reza"", ""Yo ser\u00c3\u00a9 tus deseos hechos piernas La que dicte una sentencia a tu imaginaci\u00c3\u00b3n Yo ser\u00c3\u00a9 un complot para tu mente El objeto y la causa de tu perdici\u00c3\u00b3n Y tu buena suerte"", ""Cuenta del uno al diez Y me escondo donde puedas verme Es mi forma de jugar al escondite ingl\u00c3\u00a9s"", ""B\u00c3\u00a9same de una vez Y te amarro a mi sof\u00c3\u00a1 burgu\u00c3\u00a9s Es mi forma de jugar al escondite Es mi forma de jugar al escondite Es mi forma de jugar al escondite ingl\u00c3\u00a9s"", ""Cuenta del uno al diez Y me escondo donde puedas verme"", ""Cuenta del uno al diez Y me escondo donde puedas verme Uno, dos, uno, dos, uno, dos Uno, dos, dos por cinco, diez"""
226,costume makes the clown en portugues   ,"""Told you I felt lucky with my humble breasts Well, I don't Said that I was sure the world was gonna change Well, I'm not Swore I didn't give a damn 'bout what they say But I do Promised that I'd never ever lie to you"", ""So look at how Taking the make-up off my face Before I forget my own features"", ""'Cause I'm not here to let you down But the costume makes the clown It's just life's anatomy Don't be so hard, don't be so hard on this It's your turn now to cheat on me"", ""Promises I made to you went down the sink I really hope I haven't harmed your self-esteem I'm not a virgin, but I'm not the whore you think And I don't always smell like strawberries and cream"", ""So look at how I'm taking the make-up off my face Before I forget who I am now"", ""'Cause I'm not here to let you down But the costume makes the clown It's just life's anatomy Don't be so hard, don't be so hard on this It's your turn now, turn now"", ""I'm not here to let you down But the costume makes the clown It's just life's anatomy Don't be so hard, don't be so hard on this It's your turn now, your turn now To cheat on me"""
227,donde estas corazon en ingles   ,
