,time,customer_no,location,min_spent
1014,2020-04-08 20:25:00,313,dairy,0 days 00:02:00.000000000
1015,2020-04-08 20:25:00,313,spices,0 days 00:02:00.000000000
1016,2020-04-08 20:25:00,313,drinks,0 days 00:02:00.000000000
1017,2020-04-08 20:25:00,313,checkout,0 days 00:00:00.000000000
1018,2020-04-08 20:37:00,314,spices,0 days 00:02:00.000000000
1019,2020-04-08 20:37:00,314,fruit,0 days 00:02:00.000000000
1020,2020-04-08 20:37:00,314,checkout,0 days 00:00:00.000000000
1021,2020-04-08 20:38:00,315,fruit,0 days 00:00:00.000000000
1022,2020-04-08 20:38:00,315,checkout,0 days 00:00:00.000000000
1023,2020-04-08 20:45:00,316,drinks,0 days 00:01:00.000000000
1024,2020-04-08 20:45:00,316,fruit,0 days 00:01:00.000000000
1025,2020-04-08 20:45:00,316,checkout,0 days 00:00:00.000000000
1026,2020-04-08 20:45:00,317,dairy,0 days 00:01:00.000000000
1027,2020-04-08 20:45:00,317,checkout,0 days 00:00:00.000000000
1028,2020-04-08 20:49:00,318,fruit,0 days 00:00:00.000000000
1029,2020-04-08 20:49:00,318,checkout,0 days 00:00:00.000000000
1030,2020-04-08 20:54:00,319,dairy,0 days 00:02:00.000000000
1031,2020-04-08 20:54:00,319,fruit,0 days 00:02:00.000000000
1032,2020-04-08 20:54:00,319,checkout,0 days 00:00:00.000000000
1033,2020-04-08 20:57:00,320,fruit,0 days 00:00:00.000000000
1034,2020-04-08 20:57:00,320,checkout,0 days 00:00:00.000000000
1035,2020-04-08 20:57:00,321,drinks,0 days 00:01:00.000000000
1036,2020-04-08 20:57:00,321,checkout,0 days 00:00:00.000000000
1037,2020-04-08 21:02:00,322,fruit,0 days 00:00:00.000000000
1038,2020-04-08 21:02:00,322,dairy,0 days 00:04:00.000000000
1039,2020-04-08 21:02:00,322,fruit,0 days 00:04:00.000000000
1040,2020-04-08 21:02:00,322,checkout,0 days 00:00:00.000000000
1041,2020-04-08 21:03:00,323,dairy,0 days 00:06:00.000000000
1042,2020-04-08 21:03:00,323,spices,0 days 00:02:00.000000000
1043,2020-04-08 21:03:00,323,drinks,0 days 00:03:00.000000000
1044,2020-04-08 21:03:00,323,checkout,0 days 00:00:00.000000000
1045,2020-04-08 21:06:00,324,fruit,0 days 00:00:00.000000000
1046,2020-04-08 21:06:00,324,dairy,0 days 00:01:00.000000000
1047,2020-04-08 21:06:00,324,fruit,0 days 00:01:00.000000000
1048,2020-04-08 21:06:00,324,checkout,0 days 00:00:00.000000000
1049,2020-04-08 21:16:00,325,fruit,0 days 00:00:00.000000000
1050,2020-04-08 21:16:00,325,checkout,0 days 00:00:00.000000000
1051,2020-04-08 21:17:00,326,fruit,0 days 00:00:00.000000000
1052,2020-04-08 21:17:00,326,drinks,0 days 00:02:00.000000000
1053,2020-04-08 21:17:00,326,checkout,0 days 00:00:00.000000000
1054,2020-04-08 21:20:00,327,fruit,0 days 00:00:00.000000000
1055,2020-04-08 21:20:00,327,checkout,0 days 00:00:00.000000000
1056,2020-04-08 21:29:00,328,spices,0 days 00:03:00.000000000
1057,2020-04-08 21:29:00,328,checkout,0 days 00:00:00.000000000
1058,2020-04-08 21:29:00,329,dairy,0 days 00:08:00.000000000
1059,2020-04-08 21:29:00,329,checkout,0 days 00:00:00.000000000
1060,2020-04-08 21:32:00,330,dairy,0 days 00:01:00.000000000
1061,2020-04-08 21:32:00,330,drinks,0 days 00:01:00.000000000
1062,2020-04-08 21:32:00,330,spices,0 days 00:01:00.000000000
1063,2020-04-08 21:32:00,330,checkout,0 days 00:00:00.000000000
1064,2020-04-08 21:40:00,331,spices,0 days 00:01:00.000000000
1065,2020-04-08 21:40:00,331,checkout,0 days 00:00:00.000000000
1066,2020-04-08 07:00:00,332,fruit,0 days 00:00:00.000000000
1067,2020-04-08 07:00:00,332,checkout,0 days 00:00:00.000000000
1068,2020-04-08 07:03:00,333,dairy,0 days 00:02:00.000000000
1069,2020-04-08 07:03:00,333,checkout,0 days 00:00:00.000000000
1070,2020-04-08 07:07:00,334,spices,0 days 00:01:00.000000000
1071,2020-04-08 07:07:00,334,dairy,0 days 00:04:00.000000000
1072,2020-04-08 07:07:00,334,drinks,0 days 00:03:00.000000000
1073,2020-04-08 07:07:00,334,checkout,0 days 00:00:00.000000000
1074,2020-04-08 07:12:00,335,dairy,0 days 00:02:00.000000000
1075,2020-04-08 07:12:00,335,spices,0 days 00:02:00.000000000
1076,2020-04-08 07:12:00,335,fruit,0 days 00:02:00.000000000
1077,2020-04-08 07:12:00,335,checkout,0 days 00:00:00.000000000
1078,2020-04-08 07:13:00,336,drinks,0 days 00:01:00.000000000
1079,2020-04-08 07:13:00,336,checkout,0 days 00:00:00.000000000
1080,2020-04-08 07:14:00,337,fruit,0 days 00:00:00.000000000
1081,2020-04-08 07:14:00,337,dairy,0 days 00:01:00.000000000
1082,2020-04-08 07:14:00,337,fruit,0 days 00:01:00.000000000
1083,2020-04-08 07:14:00,337,checkout,0 days 00:00:00.000000000
1084,2020-04-08 07:14:00,338,fruit,0 days 00:00:00.000000000
1085,2020-04-08 07:14:00,338,checkout,0 days 00:00:00.000000000
1086,2020-04-08 07:17:00,339,dairy,0 days 00:04:00.000000000
1087,2020-04-08 07:17:00,339,spices,0 days 00:04:00.000000000
1088,2020-04-08 07:17:00,339,dairy,0 days 00:02:00.000000000
1089,2020-04-08 07:17:00,339,drinks,0 days 00:02:00.000000000
1090,2020-04-08 07:17:00,339,checkout,0 days 00:00:00.000000000
1091,2020-04-08 07:20:00,340,spices,0 days 00:01:00.000000000
1092,2020-04-08 07:20:00,340,dairy,0 days 00:02:00.000000000
1093,2020-04-08 07:20:00,340,checkout,0 days 00:00:00.000000000
1094,2020-04-08 07:20:00,341,drinks,0 days 00:04:00.000000000
1095,2020-04-08 07:20:00,341,fruit,0 days 00:04:00.000000000
1096,2020-04-08 07:20:00,341,spices,0 days 00:01:00.000000000
1097,2020-04-08 07:20:00,341,drinks,0 days 00:05:00.000000000
1098,2020-04-08 07:20:00,341,checkout,0 days 00:00:00.000000000
1099,2020-04-08 07:26:00,342,drinks,0 days 00:01:00.000000000
1100,2020-04-08 07:26:00,342,checkout,0 days 00:00:00.000000000
1101,2020-04-08 07:26:00,343,dairy,0 days 00:02:00.000000000
1102,2020-04-08 07:26:00,343,drinks,0 days 00:02:00.000000000
1103,2020-04-08 07:26:00,343,checkout,0 days 00:00:00.000000000
1104,2020-04-08 07:27:00,344,fruit,0 days 00:00:00.000000000
1105,2020-04-08 07:27:00,344,drinks,0 days 00:02:00.000000000
1106,2020-04-08 07:27:00,344,checkout,0 days 00:00:00.000000000
1107,2020-04-08 07:30:00,345,dairy,0 days 00:05:00.000000000
1108,2020-04-08 07:30:00,345,checkout,0 days 00:00:00.000000000
1109,2020-04-08 07:31:00,346,spices,0 days 00:01:00.000000000
1110,2020-04-08 07:31:00,346,drinks,0 days 00:01:00.000000000
1111,2020-04-08 07:31:00,346,checkout,0 days 00:00:00.000000000
1112,2020-04-08 07:32:00,347,drinks,0 days 00:04:00.000000000
1113,2020-04-08 07:32:00,347,spices,0 days 00:01:00.000000000
1114,2020-04-08 07:32:00,347,fruit,0 days 00:01:00.000000000
1115,2020-04-08 07:32:00,347,checkout,0 days 00:00:00.000000000
1116,2020-04-08 07:44:00,348,dairy,0 days 00:13:00.000000000
1117,2020-04-08 07:44:00,348,spices,0 days 00:01:00.000000000
1118,2020-04-08 07:44:00,348,fruit,0 days 00:01:00.000000000
1119,2020-04-08 07:44:00,348,dairy,0 days 00:01:00.000000000
1120,2020-04-08 07:44:00,348,spices,0 days 00:01:00.000000000
1121,2020-04-08 07:44:00,348,checkout,0 days 00:00:00.000000000
1122,2020-04-08 07:47:00,349,spices,0 days 00:01:00.000000000
1123,2020-04-08 07:47:00,349,checkout,0 days 00:00:00.000000000
1124,2020-04-08 07:49:00,350,drinks,0 days 00:03:00.000000000
1125,2020-04-08 07:49:00,350,checkout,0 days 00:00:00.000000000
1126,2020-04-08 07:50:00,351,fruit,0 days 00:00:00.000000000
1127,2020-04-08 07:50:00,351,checkout,0 days 00:00:00.000000000
1128,2020-04-08 07:56:00,352,fruit,0 days 00:00:00.000000000
1129,2020-04-08 07:56:00,352,checkout,0 days 00:00:00.000000000
1130,2020-04-08 07:57:00,353,drinks,0 days 00:04:00.000000000
1131,2020-04-08 07:57:00,353,fruit,0 days 00:04:00.000000000
1132,2020-04-08 07:57:00,353,drinks,0 days 00:04:00.000000000
1133,2020-04-08 07:57:00,353,spices,0 days 00:01:00.000000000
1134,2020-04-08 07:57:00,353,drinks,0 days 00:02:00.000000000
1135,2020-04-08 07:57:00,353,spices,0 days 00:01:00.000000000
1136,2020-04-08 07:57:00,353,fruit,0 days 00:01:00.000000000
1137,2020-04-08 07:57:00,353,dairy,0 days 00:02:00.000000000
1138,2020-04-08 07:57:00,353,checkout,0 days 00:00:00.000000000
1139,2020-04-08 08:01:00,354,spices,0 days 00:03:00.000000000
1140,2020-04-08 08:01:00,354,drinks,0 days 00:07:00.000000000
1141,2020-04-08 08:01:00,354,checkout,0 days 00:00:00.000000000
1142,2020-04-08 08:02:00,355,dairy,0 days 00:04:00.000000000
1143,2020-04-08 08:02:00,355,drinks,0 days 00:02:00.000000000
1144,2020-04-08 08:02:00,355,checkout,0 days 00:00:00.000000000
1145,2020-04-08 08:02:00,356,dairy,0 days 00:01:00.000000000
1146,2020-04-08 08:02:00,356,fruit,0 days 00:01:00.000000000
1147,2020-04-08 08:02:00,356,drinks,0 days 00:03:00.000000000
1148,2020-04-08 08:02:00,356,spices,0 days 00:01:00.000000000
1149,2020-04-08 08:02:00,356,drinks,0 days 00:04:00.000000000
1150,2020-04-08 08:02:00,356,fruit,0 days 00:04:00.000000000
1151,2020-04-08 08:02:00,356,dairy,0 days 00:07:00.000000000
1152,2020-04-08 08:02:00,356,fruit,0 days 00:07:00.000000000
1153,2020-04-08 08:02:00,356,drinks,0 days 00:01:00.000000000
1154,2020-04-08 08:02:00,356,spices,0 days 00:01:00.000000000
1155,2020-04-08 08:02:00,356,checkout,0 days 00:00:00.000000000
1156,2020-04-08 08:04:00,357,dairy,0 days 00:02:00.000000000
1157,2020-04-08 08:04:00,357,checkout,0 days 00:00:00.000000000
1158,2020-04-08 08:04:00,358,spices,0 days 00:02:00.000000000
1159,2020-04-08 08:04:00,358,checkout,0 days 00:00:00.000000000
1160,2020-04-08 08:04:00,359,spices,0 days 00:01:00.000000000
1161,2020-04-08 08:04:00,359,checkout,0 days 00:00:00.000000000
1162,2020-04-08 08:05:00,360,fruit,0 days 00:00:00.000000000
1163,2020-04-08 08:05:00,360,dairy,0 days 00:01:00.000000000
1164,2020-04-08 08:05:00,360,checkout,0 days 00:00:00.000000000
1165,2020-04-08 08:06:00,361,fruit,0 days 00:00:00.000000000
1166,2020-04-08 08:06:00,361,spices,0 days 00:01:00.000000000
1167,2020-04-08 08:06:00,361,checkout,0 days 00:00:00.000000000
1168,2020-04-08 08:08:00,362,drinks,0 days 00:02:00.000000000
1169,2020-04-08 08:08:00,362,checkout,0 days 00:00:00.000000000
1170,2020-04-08 08:10:00,363,fruit,0 days 00:00:00.000000000
1171,2020-04-08 08:10:00,363,drinks,0 days 00:01:00.000000000
1172,2020-04-08 08:10:00,363,checkout,0 days 00:00:00.000000000
1173,2020-04-08 08:10:00,364,fruit,0 days 00:00:00.000000000
1174,2020-04-08 08:10:00,364,spices,0 days 00:03:00.000000000
1175,2020-04-08 08:10:00,364,dairy,0 days 00:01:00.000000000
1176,2020-04-08 08:10:00,364,checkout,0 days 00:00:00.000000000
1177,2020-04-08 08:11:00,365,fruit,0 days 00:00:00.000000000
1178,2020-04-08 08:11:00,365,dairy,0 days 00:16:00.000000000
1179,2020-04-08 08:11:00,365,fruit,0 days 00:16:00.000000000
1180,2020-04-08 08:11:00,365,checkout,0 days 00:00:00.000000000
1181,2020-04-08 08:14:00,366,spices,0 days 00:01:00.000000000
1182,2020-04-08 08:14:00,366,drinks,0 days 00:07:00.000000000
1183,2020-04-08 08:14:00,366,checkout,0 days 00:00:00.000000000
1184,2020-04-08 08:14:00,367,drinks,0 days 00:04:00.000000000
1185,2020-04-08 08:14:00,367,spices,0 days 00:01:00.000000000
1186,2020-04-08 08:14:00,367,drinks,0 days 00:01:00.000000000
1187,2020-04-08 08:14:00,367,dairy,0 days 00:11:00.000000000
1188,2020-04-08 08:14:00,367,checkout,0 days 00:00:00.000000000
1189,2020-04-08 08:16:00,368,dairy,0 days 00:01:00.000000000
1190,2020-04-08 08:16:00,368,fruit,0 days 00:01:00.000000000
1191,2020-04-08 08:16:00,368,checkout,0 days 00:00:00.000000000
1192,2020-04-08 08:16:00,369,spices,0 days 00:01:00.000000000
1193,2020-04-08 08:16:00,369,dairy,0 days 00:03:00.000000000
1194,2020-04-08 08:16:00,369,checkout,0 days 00:00:00.000000000
1195,2020-04-08 08:17:00,370,fruit,0 days 00:00:00.000000000
1196,2020-04-08 08:17:00,370,drinks,0 days 00:03:00.000000000
1197,2020-04-08 08:17:00,370,checkout,0 days 00:00:00.000000000
1198,2020-04-08 08:17:00,371,spices,0 days 00:01:00.000000000
1199,2020-04-08 08:17:00,371,drinks,0 days 00:04:00.000000000
1200,2020-04-08 08:17:00,371,checkout,0 days 00:00:00.000000000
1201,2020-04-08 08:17:00,372,fruit,0 days 00:00:00.000000000
1202,2020-04-08 08:17:00,372,dairy,0 days 00:01:00.000000000
1203,2020-04-08 08:17:00,372,spices,0 days 00:02:00.000000000
1204,2020-04-08 08:17:00,372,checkout,0 days 00:00:00.000000000
1205,2020-04-08 08:20:00,373,drinks,0 days 00:01:00.000000000
1206,2020-04-08 08:20:00,373,checkout,0 days 00:00:00.000000000
1207,2020-04-08 08:21:00,374,drinks,0 days 00:04:00.000000000
1208,2020-04-08 08:21:00,374,checkout,0 days 00:00:00.000000000
1209,2020-04-08 08:21:00,375,fruit,0 days 00:00:00.000000000
1210,2020-04-08 08:21:00,375,checkout,0 days 00:00:00.000000000
1211,2020-04-08 08:24:00,376,dairy,0 days 00:07:00.000000000
1212,2020-04-08 08:24:00,376,spices,0 days 00:01:00.000000000
1213,2020-04-08 08:24:00,376,dairy,0 days 00:06:00.000000000
1214,2020-04-08 08:24:00,376,spices,0 days 00:01:00.000000000
1215,2020-04-08 08:24:00,376,fruit,0 days 00:01:00.000000000
1216,2020-04-08 08:24:00,376,checkout,0 days 00:00:00.000000000
1217,2020-04-08 08:28:00,377,fruit,0 days 00:00:00.000000000
1218,2020-04-08 08:28:00,377,dairy,0 days 00:01:00.000000000
1219,2020-04-08 08:28:00,377,fruit,0 days 00:01:00.000000000
1220,2020-04-08 08:28:00,377,dairy,0 days 00:05:00.000000000
1221,2020-04-08 08:28:00,377,spices,0 days 00:01:00.000000000
1222,2020-04-08 08:28:00,377,drinks,0 days 00:01:00.000000000
1223,2020-04-08 08:28:00,377,checkout,0 days 00:00:00.000000000
1224,2020-04-08 08:28:00,378,fruit,0 days 00:00:00.000000000
1225,2020-04-08 08:28:00,378,drinks,0 days 00:02:00.000000000
1226,2020-04-08 08:28:00,378,fruit,0 days 00:02:00.000000000
1227,2020-04-08 08:28:00,378,drinks,0 days 00:03:00.000000000
1228,2020-04-08 08:28:00,378,checkout,0 days 00:00:00.000000000
1229,2020-04-08 08:29:00,379,dairy,0 days 00:01:00.000000000
1230,2020-04-08 08:29:00,379,checkout,0 days 00:00:00.000000000
1231,2020-04-08 08:32:00,380,fruit,0 days 00:00:00.000000000
1232,2020-04-08 08:32:00,380,checkout,0 days 00:00:00.000000000
1233,2020-04-08 08:33:00,381,spices,0 days 00:03:00.000000000
1234,2020-04-08 08:33:00,381,dairy,0 days 00:05:00.000000000
1235,2020-04-08 08:33:00,381,checkout,0 days 00:00:00.000000000
1236,2020-04-08 08:34:00,382,fruit,0 days 00:00:00.000000000
1237,2020-04-08 08:34:00,382,checkout,0 days 00:00:00.000000000
1238,2020-04-08 08:34:00,383,spices,0 days 00:01:00.000000000
1239,2020-04-08 08:34:00,383,drinks,0 days 00:03:00.000000000
1240,2020-04-08 08:34:00,383,fruit,0 days 00:03:00.000000000
1241,2020-04-08 08:34:00,383,drinks,0 days 00:02:00.000000000
1242,2020-04-08 08:34:00,383,checkout,0 days 00:00:00.000000000
1243,2020-04-08 08:35:00,384,fruit,0 days 00:00:00.000000000
1244,2020-04-08 08:35:00,384,drinks,0 days 00:01:00.000000000
1245,2020-04-08 08:35:00,384,checkout,0 days 00:00:00.000000000
1246,2020-04-08 08:38:00,385,fruit,0 days 00:00:00.000000000
1247,2020-04-08 08:38:00,385,drinks,0 days 00:03:00.000000000
1248,2020-04-08 08:38:00,385,fruit,0 days 00:03:00.000000000
1249,2020-04-08 08:38:00,385,checkout,0 days 00:00:00.000000000
1250,2020-04-08 08:41:00,386,fruit,0 days 00:00:00.000000000
1251,2020-04-08 08:41:00,386,dairy,0 days 00:01:00.000000000
1252,2020-04-08 08:41:00,386,drinks,0 days 00:08:00.000000000
1253,2020-04-08 08:41:00,386,checkout,0 days 00:00:00.000000000
1254,2020-04-08 08:41:00,387,spices,0 days 00:03:00.000000000
1255,2020-04-08 08:41:00,387,fruit,0 days 00:03:00.000000000
1256,2020-04-08 08:41:00,387,checkout,0 days 00:00:00.000000000
1257,2020-04-08 08:42:00,388,drinks,0 days 00:01:00.000000000
1258,2020-04-08 08:42:00,388,spices,0 days 00:04:00.000000000
1259,2020-04-08 08:42:00,388,fruit,0 days 00:04:00.000000000
1260,2020-04-08 08:42:00,388,spices,0 days 00:01:00.000000000
1261,2020-04-08 08:42:00,388,checkout,0 days 00:00:00.000000000
1262,2020-04-08 08:44:00,389,dairy,0 days 00:01:00.000000000
1263,2020-04-08 08:44:00,389,fruit,0 days 00:01:00.000000000
1264,2020-04-08 08:44:00,389,checkout,0 days 00:00:00.000000000
1265,2020-04-08 08:45:00,390,fruit,0 days 00:00:00.000000000
1266,2020-04-08 08:45:00,390,checkout,0 days 00:00:00.000000000
1267,2020-04-08 08:47:00,391,dairy,0 days 00:05:00.000000000
1268,2020-04-08 08:47:00,391,fruit,0 days 00:05:00.000000000
1269,2020-04-08 08:47:00,391,checkout,0 days 00:00:00.000000000
1270,2020-04-08 08:48:00,392,fruit,0 days 00:00:00.000000000
1271,2020-04-08 08:48:00,392,checkout,0 days 00:00:00.000000000
1272,2020-04-08 08:48:00,393,drinks,0 days 00:02:00.000000000
1273,2020-04-08 08:48:00,393,checkout,0 days 00:00:00.000000000
1274,2020-04-08 08:48:00,394,drinks,0 days 00:01:00.000000000
1275,2020-04-08 08:48:00,394,checkout,0 days 00:00:00.000000000
1276,2020-04-08 08:49:00,395,drinks,0 days 00:04:00.000000000
1277,2020-04-08 08:49:00,395,checkout,0 days 00:00:00.000000000
1278,2020-04-08 08:51:00,396,fruit,0 days 00:00:00.000000000
1279,2020-04-08 08:51:00,396,checkout,0 days 00:00:00.000000000
1280,2020-04-08 08:52:00,397,fruit,0 days 00:00:00.000000000
1281,2020-04-08 08:52:00,397,checkout,0 days 00:00:00.000000000
1282,2020-04-08 08:53:00,398,fruit,0 days 00:00:00.000000000
1283,2020-04-08 08:53:00,398,dairy,0 days 00:04:00.000000000
1284,2020-04-08 08:53:00,398,checkout,0 days 00:00:00.000000000
1285,2020-04-08 08:54:00,399,fruit,0 days 00:00:00.000000000
1286,2020-04-08 08:54:00,399,checkout,0 days 00:00:00.000000000
1287,2020-04-08 08:55:00,400,drinks,0 days 00:02:00.000000000
1288,2020-04-08 08:55:00,400,spices,0 days 00:01:00.000000000
1289,2020-04-08 08:55:00,400,checkout,0 days 00:00:00.000000000
1290,2020-04-08 08:56:00,401,dairy,0 days 00:05:00.000000000
1291,2020-04-08 08:56:00,401,spices,0 days 00:01:00.000000000
1292,2020-04-08 08:56:00,401,fruit,0 days 00:01:00.000000000
1293,2020-04-08 08:56:00,401,drinks,0 days 00:03:00.000000000
1294,2020-04-08 08:56:00,401,checkout,0 days 00:00:00.000000000
1295,2020-04-08 08:58:00,402,drinks,0 days 00:04:00.000000000
1296,2020-04-08 08:58:00,402,checkout,0 days 00:00:00.000000000
1297,2020-04-08 09:00:00,403,fruit,0 days 00:00:00.000000000
1298,2020-04-08 09:00:00,403,checkout,0 days 00:00:00.000000000
1299,2020-04-08 09:03:00,404,spices,0 days 00:01:00.000000000
1300,2020-04-08 09:03:00,404,dairy,0 days 00:11:00.000000000
1301,2020-04-08 09:03:00,404,checkout,0 days 00:00:00.000000000
1302,2020-04-08 09:05:00,405,fruit,0 days 00:00:00.000000000
1303,2020-04-08 09:05:00,405,dairy,0 days 00:01:00.000000000
1304,2020-04-08 09:05:00,405,drinks,0 days 00:01:00.000000000
1305,2020-04-08 09:05:00,405,checkout,0 days 00:00:00.000000000
1306,2020-04-08 09:08:00,406,spices,0 days 00:01:00.000000000
1307,2020-04-08 09:08:00,406,drinks,0 days 00:03:00.000000000
1308,2020-04-08 09:08:00,406,fruit,0 days 00:03:00.000000000
1309,2020-04-08 09:08:00,406,drinks,0 days 00:04:00.000000000
1310,2020-04-08 09:08:00,406,checkout,0 days 00:00:00.000000000
1311,2020-04-08 09:08:00,407,drinks,0 days 00:04:00.000000000
1312,2020-04-08 09:08:00,407,spices,0 days 00:01:00.000000000
1313,2020-04-08 09:08:00,407,checkout,0 days 00:00:00.000000000
1314,2020-04-08 09:10:00,408,spices,0 days 00:01:00.000000000
1315,2020-04-08 09:10:00,408,checkout,0 days 00:00:00.000000000
1316,2020-04-08 09:11:00,409,dairy,0 days 00:01:00.000000000
1317,2020-04-08 09:11:00,409,checkout,0 days 00:00:00.000000000
1318,2020-04-08 09:12:00,410,fruit,0 days 00:00:00.000000000
1319,2020-04-08 09:12:00,410,checkout,0 days 00:00:00.000000000
1320,2020-04-08 09:17:00,411,dairy,0 days 00:05:00.000000000
1321,2020-04-08 09:17:00,411,checkout,0 days 00:00:00.000000000
1322,2020-04-08 09:19:00,412,dairy,0 days 00:02:00.000000000
1323,2020-04-08 09:19:00,412,checkout,0 days 00:00:00.000000000
1324,2020-04-08 09:19:00,413,drinks,0 days 00:02:00.000000000
1325,2020-04-08 09:19:00,413,checkout,0 days 00:00:00.000000000
1326,2020-04-08 09:22:00,414,drinks,0 days 00:03:00.000000000
1327,2020-04-08 09:22:00,414,spices,0 days 00:01:00.000000000
1328,2020-04-08 09:22:00,414,checkout,0 days 00:00:00.000000000
1329,2020-04-08 09:26:00,415,fruit,0 days 00:00:00.000000000
1330,2020-04-08 09:26:00,415,checkout,0 days 00:00:00.000000000
1331,2020-04-08 09:30:00,416,fruit,0 days 00:00:00.000000000
1332,2020-04-08 09:30:00,416,dairy,0 days 00:06:00.000000000
1333,2020-04-08 09:30:00,416,checkout,0 days 00:00:00.000000000
1334,2020-04-08 09:36:00,417,spices,0 days 00:01:00.000000000
1335,2020-04-08 09:36:00,417,dairy,0 days 00:16:00.000000000
1336,2020-04-08 09:36:00,417,drinks,0 days 00:01:00.000000000
1337,2020-04-08 09:36:00,417,spices,0 days 00:01:00.000000000
1338,2020-04-08 09:36:00,417,checkout,0 days 00:00:00.000000000
1339,2020-04-08 09:37:00,418,spices,0 days 00:02:00.000000000
1340,2020-04-08 09:37:00,418,checkout,0 days 00:00:00.000000000
1341,2020-04-08 09:37:00,419,spices,0 days 00:01:00.000000000
1342,2020-04-08 09:37:00,419,drinks,0 days 00:01:00.000000000
1343,2020-04-08 09:37:00,419,fruit,0 days 00:01:00.000000000
1344,2020-04-08 09:37:00,419,checkout,0 days 00:00:00.000000000
1345,2020-04-08 09:41:00,420,dairy,0 days 00:06:00.000000000
1346,2020-04-08 09:41:00,420,drinks,0 days 00:03:00.000000000
1347,2020-04-08 09:41:00,420,spices,0 days 00:01:00.000000000
1348,2020-04-08 09:41:00,420,drinks,0 days 00:01:00.000000000
1349,2020-04-08 09:41:00,420,checkout,0 days 00:00:00.000000000
1350,2020-04-08 09:46:00,421,spices,0 days 00:01:00.000000000
1351,2020-04-08 09:46:00,421,dairy,0 days 00:03:00.000000000
1352,2020-04-08 09:46:00,421,spices,0 days 00:01:00.000000000
1353,2020-04-08 09:46:00,421,drinks,0 days 00:03:00.000000000
1354,2020-04-08 09:46:00,421,checkout,0 days 00:00:00.000000000
1355,2020-04-08 09:55:00,422,spices,0 days 00:01:00.000000000
1356,2020-04-08 09:55:00,422,fruit,0 days 00:01:00.000000000
1357,2020-04-08 09:55:00,422,drinks,0 days 00:01:00.000000000
1358,2020-04-08 09:55:00,422,fruit,0 days 00:01:00.000000000
1359,2020-04-08 09:55:00,422,checkout,0 days 00:00:00.000000000
1360,2020-04-08 09:57:00,423,dairy,0 days 00:01:00.000000000
1361,2020-04-08 09:57:00,423,fruit,0 days 00:01:00.000000000
1362,2020-04-08 09:57:00,423,checkout,0 days 00:00:00.000000000
1363,2020-04-08 09:57:00,424,drinks,0 days 00:02:00.000000000
1364,2020-04-08 09:57:00,424,spices,0 days 00:01:00.000000000
1365,2020-04-08 09:57:00,424,checkout,0 days 00:00:00.000000000
1366,2020-04-08 09:59:00,425,fruit,0 days 00:00:00.000000000
1367,2020-04-08 09:59:00,425,dairy,0 days 00:10:00.000000000
1368,2020-04-08 09:59:00,425,checkout,0 days 00:00:00.000000000
1369,2020-04-08 09:59:00,426,drinks,0 days 00:01:00.000000000
1370,2020-04-08 09:59:00,426,fruit,0 days 00:01:00.000000000
1371,2020-04-08 09:59:00,426,drinks,0 days 00:02:00.000000000
1372,2020-04-08 09:59:00,426,fruit,0 days 00:02:00.000000000
1373,2020-04-08 09:59:00,426,checkout,0 days 00:00:00.000000000
1374,2020-04-08 09:59:00,427,drinks,0 days 00:02:00.000000000
1375,2020-04-08 09:59:00,427,spices,0 days 00:01:00.000000000
1376,2020-04-08 09:59:00,427,checkout,0 days 00:00:00.000000000
1377,2020-04-08 10:01:00,428,dairy,0 days 00:24:00.000000000
1378,2020-04-08 10:01:00,428,checkout,0 days 00:00:00.000000000
1379,2020-04-08 10:10:00,429,dairy,0 days 00:05:00.000000000
1380,2020-04-08 10:10:00,429,checkout,0 days 00:00:00.000000000
1381,2020-04-08 10:21:00,430,fruit,0 days 00:00:00.000000000
1382,2020-04-08 10:21:00,430,dairy,0 days 00:04:00.000000000
1383,2020-04-08 10:21:00,430,drinks,0 days 00:02:00.000000000
1384,2020-04-08 10:21:00,430,spices,0 days 00:02:00.000000000
1385,2020-04-08 10:21:00,430,dairy,0 days 00:16:00.000000000
1386,2020-04-08 10:21:00,430,checkout,0 days 00:00:00.000000000
1387,2020-04-08 10:27:00,431,fruit,0 days 00:00:00.000000000
1388,2020-04-08 10:27:00,431,checkout,0 days 00:00:00.000000000
1389,2020-04-08 10:31:00,432,dairy,0 days 00:08:00.000000000
1390,2020-04-08 10:31:00,432,spices,0 days 00:03:00.000000000
1391,2020-04-08 10:31:00,432,checkout,0 days 00:00:00.000000000
1392,2020-04-08 10:38:00,433,fruit,0 days 00:00:00.000000000
1393,2020-04-08 10:38:00,433,checkout,0 days 00:00:00.000000000
1394,2020-04-08 10:40:00,434,fruit,0 days 00:00:00.000000000
1395,2020-04-08 10:40:00,434,spices,0 days 00:01:00.000000000
1396,2020-04-08 10:40:00,434,fruit,0 days 00:01:00.000000000
1397,2020-04-08 10:40:00,434,dairy,0 days 00:03:00.000000000
1398,2020-04-08 10:40:00,434,drinks,0 days 00:12:00.000000000
1399,2020-04-08 10:40:00,434,checkout,0 days 00:00:00.000000000
1400,2020-04-08 10:41:00,435,fruit,0 days 00:00:00.000000000
1401,2020-04-08 10:41:00,435,checkout,0 days 00:00:00.000000000
1402,2020-04-08 11:06:00,436,dairy,0 days 00:02:00.000000000
1403,2020-04-08 11:06:00,436,drinks,0 days 00:04:00.000000000
