,count,Hour,Day,Month,Year,atemp,humidity,temp,windspeed,Day_Name,workingday,holiday,season
2015-07-21 12:00:00-04:00,452,12,21,7,2015,32.85,75.0,28.67,0.27,Tuesday,1,0,3
2015-07-21 13:00:00-04:00,492,13,21,7,2015,33.25,75.0,28.85,0.86,Tuesday,1,0,3
2015-07-21 14:00:00-04:00,421,14,21,7,2015,34.0,70.0,29.56,1.14,Tuesday,1,0,3
2015-07-21 15:00:00-04:00,516,15,21,7,2015,34.42,68.0,29.94,3.43,Tuesday,1,0,3
2015-07-21 16:00:00-04:00,720,16,21,7,2015,34.93,66.0,30.39,5.6,Tuesday,1,0,3
2015-07-21 17:00:00-04:00,1446,17,21,7,2015,35.18,65.0,30.63,2.53,Tuesday,1,0,3
2015-07-21 18:00:00-04:00,1349,18,21,7,2015,35.27,64.0,30.69,5.09,Tuesday,1,0,3
2015-07-21 19:00:00-04:00,878,19,21,7,2015,34.31,62.0,30.49,1.9,Tuesday,1,0,3
2015-07-21 20:00:00-04:00,711,20,21,7,2015,32.95,66.0,29.46,1.01,Tuesday,1,0,3
2015-07-21 21:00:00-04:00,533,21,21,7,2015,29.96,74.0,27.37,0.73,Tuesday,1,0,3
2015-07-21 22:00:00-04:00,381,22,21,7,2015,26.66,74.0,26.07,1.28,Tuesday,1,0,3
2015-07-21 23:00:00-04:00,174,23,21,7,2015,25.51,74.0,25.03,1.77,Tuesday,1,0,3
2015-07-22 00:00:00-04:00,64,0,22,7,2015,25.44,71.0,25.02,7.27,Wednesday,1,0,3
2015-07-22 01:00:00-04:00,35,1,22,7,2015,24.46,76.0,24.03,4.58,Wednesday,1,0,3
2015-07-22 02:00:00-04:00,17,2,22,7,2015,24.26,71.0,23.95,7.99,Wednesday,1,0,3
2015-07-22 03:00:00-04:00,7,3,22,7,2015,23.44,70.0,23.22,5.32,Wednesday,1,0,3
2015-07-22 04:00:00-04:00,15,4,22,7,2015,22.41,71.0,22.28,6.74,Wednesday,1,0,3
2015-07-22 05:00:00-04:00,112,5,22,7,2015,21.33,71.0,21.29,4.11,Wednesday,1,0,3
2015-07-22 06:00:00-04:00,400,6,22,7,2015,20.77,71.0,20.77,5.35,Wednesday,1,0,3
2015-07-22 07:00:00-04:00,972,7,22,7,2015,20.49,71.0,20.49,5.94,Wednesday,1,0,3
2015-07-22 08:00:00-04:00,1228,8,22,7,2015,21.48,67.0,21.48,6.94,Wednesday,1,0,3
2015-07-22 09:00:00-04:00,585,9,22,7,2015,22.48,63.0,22.48,6.49,Wednesday,1,0,3
2015-07-22 10:00:00-04:00,404,10,22,7,2015,24.14,57.99999999999999,24.14,6.81,Wednesday,1,0,3
2015-07-22 11:00:00-04:00,495,11,22,7,2015,25.47,52.0,25.47,5.44,Wednesday,1,0,3
2015-07-22 12:00:00-04:00,542,12,22,7,2015,27.12,47.0,26.83,4.75,Wednesday,1,0,3
2015-07-22 13:00:00-04:00,481,13,22,7,2015,27.81,41.0,27.81,7.54,Wednesday,1,0,3
2015-07-22 14:00:00-04:00,435,14,22,7,2015,28.04,40.0,28.04,6.13,Wednesday,1,0,3
2015-07-22 15:00:00-04:00,548,15,22,7,2015,28.46,40.0,28.46,9.69,Wednesday,1,0,3
2015-07-22 16:00:00-04:00,836,16,22,7,2015,28.95,39.0,28.95,7.4,Wednesday,1,0,3
2015-07-22 17:00:00-04:00,1576,17,22,7,2015,28.6,41.0,28.6,6.65,Wednesday,1,0,3
2015-07-22 18:00:00-04:00,1352,18,22,7,2015,28.76,41.0,28.76,7.16,Wednesday,1,0,3
2015-07-22 19:00:00-04:00,998,19,22,7,2015,28.38,43.0,28.38,5.21,Wednesday,1,0,3
2015-07-22 20:00:00-04:00,775,20,22,7,2015,27.44,46.0,27.31,4.26,Wednesday,1,0,3
2015-07-22 21:00:00-04:00,547,21,22,7,2015,26.13,50.0,26.13,6.81,Wednesday,1,0,3
2015-07-22 22:00:00-04:00,348,22,22,7,2015,25.15,51.0,25.15,5.53,Wednesday,1,0,3
2015-07-22 23:00:00-04:00,162,23,22,7,2015,23.5,59.0,23.5,3.74,Wednesday,1,0,3
2015-07-23 00:00:00-04:00,97,0,23,7,2015,22.44,63.0,22.44,3.07,Thursday,1,0,3
2015-07-23 01:00:00-04:00,36,1,23,7,2015,21.39,68.0,21.39,1.6,Thursday,1,0,3
2015-07-23 02:00:00-04:00,18,2,23,7,2015,21.02,70.0,21.02,0.38,Thursday,1,0,3
2015-07-23 03:00:00-04:00,7,3,23,7,2015,20.52,75.0,20.47,2.1,Thursday,1,0,3
2015-07-23 04:00:00-04:00,14,4,23,7,2015,20.62,72.0,20.62,1.12,Thursday,1,0,3
2015-07-23 05:00:00-04:00,82,5,23,7,2015,20.36,72.0,20.36,2.72,Thursday,1,0,3
2015-07-23 06:00:00-04:00,325,6,23,7,2015,20.03,72.0,20.03,3.42,Thursday,1,0,3
2015-07-23 07:00:00-04:00,963,7,23,7,2015,19.72,73.0,19.72,1.76,Thursday,1,0,3
2015-07-23 08:00:00-04:00,1220,8,23,7,2015,21.01,68.0,21.01,2.22,Thursday,1,0,3
2015-07-23 09:00:00-04:00,554,9,23,7,2015,22.8,56.00000000000001,22.8,4.45,Thursday,1,0,3
2015-07-23 10:00:00-04:00,372,10,23,7,2015,23.96,51.0,23.96,3.66,Thursday,1,0,3
2015-07-23 11:00:00-04:00,410,11,23,7,2015,25.17,46.0,25.17,5.82,Thursday,1,0,3
2015-07-23 12:00:00-04:00,573,12,23,7,2015,26.11,45.0,26.11,5.6,Thursday,1,0,3
2015-07-23 13:00:00-04:00,568,13,23,7,2015,27.01,44.0,26.95,7.35,Thursday,1,0,3
2015-07-23 14:00:00-04:00,489,14,23,7,2015,27.76,42.0,27.76,8.34,Thursday,1,0,3
2015-07-23 15:00:00-04:00,537,15,23,7,2015,28.12,42.0,28.12,7.71,Thursday,1,0,3
2015-07-23 16:00:00-04:00,841,16,23,7,2015,28.37,41.0,28.37,7.13,Thursday,1,0,3
2015-07-23 17:00:00-04:00,1564,17,23,7,2015,28.17,42.0,28.17,5.99,Thursday,1,0,3
2015-07-23 18:00:00-04:00,1419,18,23,7,2015,28.06,41.0,28.06,4.79,Thursday,1,0,3
2015-07-23 19:00:00-04:00,1005,19,23,7,2015,27.6,42.0,27.6,5.18,Thursday,1,0,3
2015-07-23 20:00:00-04:00,814,20,23,7,2015,26.6,45.0,26.6,4.17,Thursday,1,0,3
2015-07-23 21:00:00-04:00,520,21,23,7,2015,25.12,50.0,25.12,2.96,Thursday,1,0,3
2015-07-23 22:00:00-04:00,374,22,23,7,2015,23.69,57.99999999999999,23.69,1.6,Thursday,1,0,3
2015-07-23 23:00:00-04:00,190,23,23,7,2015,22.36,63.0,22.36,0.78,Thursday,1,0,3
2015-07-24 00:00:00-04:00,95,0,24,7,2015,19.92,74.0,19.92,0.0,Friday,1,0,3
2015-07-24 01:00:00-04:00,68,1,24,7,2015,19.07,78.0,19.07,0.0,Friday,1,0,3
2015-07-24 02:00:00-04:00,29,2,24,7,2015,18.39,81.0,18.38,0.0,Friday,1,0,3
2015-07-24 03:00:00-04:00,8,3,24,7,2015,18.22,82.0,18.21,0.0,Friday,1,0,3
2015-07-24 04:00:00-04:00,11,4,24,7,2015,17.51,85.0,17.5,0.0,Friday,1,0,3
2015-07-24 05:00:00-04:00,92,5,24,7,2015,17.5,84.0,17.5,0.0,Friday,1,0,3
2015-07-24 06:00:00-04:00,292,6,24,7,2015,16.75,88.0,16.72,0.0,Friday,1,0,3
2015-07-24 07:00:00-04:00,797,7,24,7,2015,17.0,88.0,16.95,1.73,Friday,1,0,3
2015-07-24 08:00:00-04:00,1201,8,24,7,2015,20.43,75.0,20.39,1.34,Friday,1,0,3
2015-07-24 09:00:00-04:00,644,9,24,7,2015,23.08,63.0,23.06,3.57,Friday,1,0,3
2015-07-24 10:00:00-04:00,472,10,24,7,2015,25.5,54.0,25.5,4.27,Friday,1,0,3
2015-07-24 11:00:00-04:00,533,11,24,7,2015,26.74,42.0,26.74,4.18,Friday,1,0,3
2015-07-24 12:00:00-04:00,616,12,24,7,2015,27.6,38.0,27.6,4.76,Friday,1,0,3
2015-07-24 13:00:00-04:00,634,13,24,7,2015,28.23,38.0,28.23,3.46,Friday,1,0,3
2015-07-24 14:00:00-04:00,596,14,24,7,2015,28.8,37.0,28.8,3.02,Friday,1,0,3
2015-07-24 15:00:00-04:00,708,15,24,7,2015,29.16,39.0,29.16,3.33,Friday,1,0,3
2015-07-24 16:00:00-04:00,1017,16,24,7,2015,29.2,40.0,29.2,2.6,Friday,1,0,3
2015-07-24 17:00:00-04:00,1529,17,24,7,2015,29.13,42.0,29.13,4.36,Friday,1,0,3
2015-07-24 18:00:00-04:00,1251,18,24,7,2015,28.93,43.0,28.93,2.32,Friday,1,0,3
2015-07-24 19:00:00-04:00,847,19,24,7,2015,28.62,45.0,28.59,1.02,Friday,1,0,3
2015-07-24 20:00:00-04:00,722,20,24,7,2015,27.88,51.0,27.41,0.11,Friday,1,0,3
2015-07-24 21:00:00-04:00,465,21,24,7,2015,24.66,63.0,24.51,0.01,Friday,1,0,3
2015-07-24 22:00:00-04:00,415,22,24,7,2015,23.43,65.0,23.35,0.02,Friday,1,0,3
2015-07-24 23:00:00-04:00,297,23,24,7,2015,22.55,69.0,22.45,0.03,Friday,1,0,3
2015-07-25 00:00:00-04:00,171,0,25,7,2015,23.09,65.0,23.04,1.97,Saturday,0,1,3
2015-07-25 01:00:00-04:00,109,1,25,7,2015,22.01,70.0,21.92,0.55,Saturday,0,1,3
2015-07-25 02:00:00-04:00,84,2,25,7,2015,21.32,73.0,21.24,1.27,Saturday,0,1,3
2015-07-25 03:00:00-04:00,43,3,25,7,2015,20.78,77.0,20.65,0.31,Saturday,0,1,3
2015-07-25 04:00:00-04:00,22,4,25,7,2015,20.35,79.0,20.21,0.3,Saturday,0,1,3
2015-07-25 05:00:00-04:00,22,5,25,7,2015,20.1,81.0,19.94,0.32,Saturday,0,1,3
2015-07-25 06:00:00-04:00,59,6,25,7,2015,20.16,82.0,19.98,0.82,Saturday,0,1,3
2015-07-25 07:00:00-04:00,169,7,25,7,2015,20.55,82.0,20.32,1.06,Saturday,0,1,3
2015-07-25 08:00:00-04:00,359,8,25,7,2015,22.59,76.0,22.32,2.04,Saturday,0,1,3
2015-07-25 09:00:00-04:00,586,9,25,7,2015,24.56,69.0,24.28,2.63,Saturday,0,1,3
2015-07-25 10:00:00-04:00,736,10,25,7,2015,26.61,57.99999999999999,26.39,2.9,Saturday,0,1,3
2015-07-25 11:00:00-04:00,936,11,25,7,2015,28.15,51.0,27.63,4.89,Saturday,0,1,3
2015-07-25 12:00:00-04:00,1002,12,25,7,2015,29.15,47.0,28.82,6.98,Saturday,0,1,3
2015-07-25 13:00:00-04:00,1047,13,25,7,2015,29.42,46.0,29.18,7.71,Saturday,0,1,3
2015-07-25 14:00:00-04:00,1027,14,25,7,2015,30.31,47.0,29.83,7.65,Saturday,0,1,3
2015-07-25 15:00:00-04:00,1045,15,25,7,2015,30.43,47.0,29.91,7.52,Saturday,0,1,3
2015-07-25 16:00:00-04:00,959,16,25,7,2015,30.84,49.0,29.98,7.21,Saturday,0,1,3
2015-07-25 17:00:00-04:00,971,17,25,7,2015,30.86,50.0,29.91,7.38,Saturday,0,1,3
2015-07-25 18:00:00-04:00,889,18,25,7,2015,30.36,52.0,29.34,8.3,Saturday,0,1,3
2015-07-25 19:00:00-04:00,766,19,25,7,2015,30.2,53.0,29.11,9.71,Saturday,0,1,3
2015-07-25 20:00:00-04:00,633,20,25,7,2015,29.22,56.00000000000001,28.12,6.51,Saturday,0,1,3
2015-07-25 21:00:00-04:00,511,21,25,7,2015,28.32,59.0,27.23,4.37,Saturday,0,1,3
2015-07-25 22:00:00-04:00,437,22,25,7,2015,27.54,61.0,26.51,5.06,Saturday,0,1,3
2015-07-25 23:00:00-04:00,319,23,25,7,2015,25.9,66.0,25.57,4.96,Saturday,0,1,3
2015-07-26 00:00:00-04:00,233,0,26,7,2015,25.16,67.0,24.88,5.19,Sunday,0,1,3
2015-07-26 01:00:00-04:00,130,1,26,7,2015,24.41,66.0,24.21,4.56,Sunday,0,1,3
2015-07-26 02:00:00-04:00,88,2,26,7,2015,23.86,66.0,23.71,4.56,Sunday,0,1,3
2015-07-26 03:00:00-04:00,48,3,26,7,2015,23.6,64.0,23.53,3.61,Sunday,0,1,3
2015-07-26 04:00:00-04:00,8,4,26,7,2015,23.15,67.0,23.05,3.6,Sunday,0,1,3
2015-07-26 05:00:00-04:00,17,5,26,7,2015,22.85,69.0,22.71,4.62,Sunday,0,1,3
2015-07-26 06:00:00-04:00,35,6,26,7,2015,22.63,72.0,22.46,4.49,Sunday,0,1,3
2015-07-26 07:00:00-04:00,104,7,26,7,2015,22.54,73.0,22.35,4.04,Sunday,0,1,3
2015-07-26 08:00:00-04:00,215,8,26,7,2015,23.33,73.0,23.07,7.46,Sunday,0,1,3
2015-07-26 09:00:00-04:00,573,9,26,7,2015,24.5,70.0,24.2,6.56,Sunday,0,1,3
2015-07-26 10:00:00-04:00,715,10,26,7,2015,25.99,67.0,25.62,7.97,Sunday,0,1,3
2015-07-26 11:00:00-04:00,789,11,26,7,2015,28.47,63.0,27.12,8.53,Sunday,0,1,3
2015-07-26 12:00:00-04:00,903,12,26,7,2015,30.21,59.0,28.61,8.82,Sunday,0,1,3
2015-07-26 13:00:00-04:00,865,13,26,7,2015,31.98,57.99999999999999,29.73,9.88,Sunday,0,1,3
2015-07-26 14:00:00-04:00,932,14,26,7,2015,32.79,56.99999999999999,30.34,9.68,Sunday,0,1,3
2015-07-26 15:00:00-04:00,940,15,26,7,2015,33.51,55.00000000000001,30.86,10.82,Sunday,0,1,3
2015-07-26 16:00:00-04:00,936,16,26,7,2015,32.86,55.00000000000001,30.61,10.94,Sunday,0,1,3
2015-07-26 17:00:00-04:00,886,17,26,7,2015,33.1,55.00000000000001,30.7,11.32,Sunday,0,1,3
2015-07-26 18:00:00-04:00,806,18,26,7,2015,32.45,56.99999999999999,30.15,11.39,Sunday,0,1,3
2015-07-26 19:00:00-04:00,737,19,26,7,2015,31.79,57.99999999999999,29.64,7.88,Sunday,0,1,3
2015-07-26 20:00:00-04:00,563,20,26,7,2015,30.89,59.0,29.0,7.54,Sunday,0,1,3
2015-07-26 21:00:00-04:00,360,21,26,7,2015,29.75,61.0,28.12,6.98,Sunday,0,1,3
2015-07-26 22:00:00-04:00,271,22,26,7,2015,28.89,63.0,27.41,5.14,Sunday,0,1,3
2015-07-26 23:00:00-04:00,160,23,26,7,2015,28.22,64.0,26.9,5.71,Sunday,0,1,3
2015-08-01 00:00:00-04:00,180,0,1,8,2015,24.86,68.0,24.56,2.08,Saturday,0,1,3
2015-08-01 01:00:00-04:00,123,1,1,8,2015,24.28,70.0,23.98,2.12,Saturday,0,1,3
2015-08-01 02:00:00-04:00,87,2,1,8,2015,24.31,67.0,24.1,4.45,Saturday,0,1,3
2015-08-01 03:00:00-04:00,30,3,1,8,2015,23.75,71.0,23.5,3.04,Saturday,0,1,3
2015-08-01 04:00:00-04:00,9,4,1,8,2015,23.03,76.0,22.71,2.34,Saturday,0,1,3
2015-08-01 05:00:00-04:00,17,5,1,8,2015,22.56,79.0,22.23,2.76,Saturday,0,1,3
2015-08-01 06:00:00-04:00,75,6,1,8,2015,22.19,79.0,21.87,2.21,Saturday,0,1,3
2015-08-01 07:00:00-04:00,132,7,1,8,2015,22.14,80.0,21.8,3.05,Saturday,0,1,3
2015-08-01 08:00:00-04:00,289,8,1,8,2015,24.05,72.0,23.76,2.87,Saturday,0,1,3
2015-08-01 09:00:00-04:00,556,9,1,8,2015,26.02,64.0,25.72,2.23,Saturday,0,1,3
2015-08-01 10:00:00-04:00,755,10,1,8,2015,28.25,57.99999999999999,27.24,3.44,Saturday,0,1,3
2015-08-01 11:00:00-04:00,760,11,1,8,2015,28.94,51.0,28.33,7.13,Saturday,0,1,3
2015-08-01 12:00:00-04:00,945,12,1,8,2015,29.67,49.0,29.11,6.59,Saturday,0,1,3
2015-08-01 13:00:00-04:00,1022,13,1,8,2015,30.39,48.0,29.76,4.83,Saturday,0,1,3
2015-08-01 14:00:00-04:00,962,14,1,8,2015,30.99,48.0,30.22,4.48,Saturday,0,1,3
2015-08-01 15:00:00-04:00,969,15,1,8,2015,30.83,47.0,30.21,6.14,Saturday,0,1,3
2015-08-01 16:00:00-04:00,887,16,1,8,2015,31.96,48.0,30.81,6.85,Saturday,0,1,3
2015-08-01 17:00:00-04:00,906,17,1,8,2015,31.45,45.0,30.81,6.5,Saturday,0,1,3
2015-08-01 18:00:00-04:00,817,18,1,8,2015,31.12,46.0,30.54,5.57,Saturday,0,1,3
2015-08-01 19:00:00-04:00,729,19,1,8,2015,30.71,45.0,30.28,4.27,Saturday,0,1,3
2015-08-01 20:00:00-04:00,559,20,1,8,2015,29.57,45.0,29.41,4.72,Saturday,0,1,3
2015-08-01 21:00:00-04:00,537,21,1,8,2015,28.02,50.0,27.6,2.98,Saturday,0,1,3
2015-08-01 22:00:00-04:00,389,22,1,8,2015,25.47,61.0,25.29,2.0,Saturday,0,1,3
2015-08-01 23:00:00-04:00,308,23,1,8,2015,24.67,63.0,24.53,2.73,Saturday,0,1,3
2015-08-02 00:00:00-04:00,247,0,2,8,2015,23.69,65.0,23.59,1.95,Sunday,0,1,3
2015-08-02 01:00:00-04:00,167,1,2,8,2015,22.77,69.0,22.65,1.51,Sunday,0,1,3
2015-08-02 02:00:00-04:00,109,2,2,8,2015,22.65,69.0,22.54,2.17,Sunday,0,1,3
2015-08-02 03:00:00-04:00,64,3,2,8,2015,22.22,74.0,22.04,0.92,Sunday,0,1,3
2015-08-02 04:00:00-04:00,24,4,2,8,2015,22.04,70.0,21.96,1.53,Sunday,0,1,3
2015-08-02 05:00:00-04:00,20,5,2,8,2015,20.94,77.0,20.8,1.95,Sunday,0,1,3
2015-08-02 06:00:00-04:00,30,6,2,8,2015,21.06,73.0,20.99,1.89,Sunday,0,1,3
2015-08-02 07:00:00-04:00,109,7,2,8,2015,20.9,74.0,20.83,1.99,Sunday,0,1,3
2015-08-02 08:00:00-04:00,245,8,2,8,2015,22.4,71.0,22.27,2.78,Sunday,0,1,3
2015-08-02 09:00:00-04:00,475,9,2,8,2015,23.79,65.0,23.66,3.0,Sunday,0,1,3
2015-08-02 10:00:00-04:00,729,10,2,8,2015,25.49,63.0,25.26,4.08,Sunday,0,1,3
2015-08-02 11:00:00-04:00,841,11,2,8,2015,27.55,54.0,26.87,3.16,Sunday,0,1,3
2015-08-02 12:00:00-04:00,971,12,2,8,2015,28.46,46.0,28.32,2.04,Sunday,0,1,3
2015-08-02 13:00:00-04:00,928,13,2,8,2015,29.44,38.0,29.44,2.3,Sunday,0,1,3
2015-08-02 14:00:00-04:00,929,14,2,8,2015,29.88,37.0,29.88,5.06,Sunday,0,1,3
2015-08-02 15:00:00-04:00,871,15,2,8,2015,30.47,36.0,30.47,4.86,Sunday,0,1,3
2015-08-02 16:00:00-04:00,1010,16,2,8,2015,30.68,38.0,30.68,4.86,Sunday,0,1,3
2015-08-02 17:00:00-04:00,800,17,2,8,2015,30.07,38.0,30.07,7.21,Sunday,0,1,3
2015-08-02 18:00:00-04:00,843,18,2,8,2015,29.5,42.0,29.5,9.3,Sunday,0,1,3
2015-08-02 19:00:00-04:00,679,19,2,8,2015,29.0,43.0,29.0,9.35,Sunday,0,1,3
2015-08-02 20:00:00-04:00,532,20,2,8,2015,28.13,46.0,28.0,6.12,Sunday,0,1,3
2015-08-02 21:00:00-04:00,378,21,2,8,2015,27.26,52.0,26.68,4.2,Sunday,0,1,3
2015-08-02 22:00:00-04:00,280,22,2,8,2015,25.52,59.0,25.39,2.41,Sunday,0,1,3
2015-08-02 23:00:00-04:00,166,23,2,8,2015,24.44,67.0,24.22,4.08,Sunday,0,1,3
2015-08-03 00:00:00-04:00,62,0,3,8,2015,22.6,73.0,22.39,0.18,Monday,1,0,3
2015-08-03 01:00:00-04:00,24,1,3,8,2015,21.81,77.0,21.59,0.18,Monday,1,0,3
2015-08-03 02:00:00-04:00,11,2,3,8,2015,21.54,78.0,21.31,0.64,Monday,1,0,3
2015-08-03 03:00:00-04:00,3,3,3,8,2015,21.34,77.0,21.15,0.22,Monday,1,0,3
2015-08-03 04:00:00-04:00,11,4,3,8,2015,20.63,82.0,20.41,0.11,Monday,1,0,3
2015-08-03 05:00:00-04:00,83,5,3,8,2015,20.3,82.0,20.08,0.75,Monday,1,0,3
2015-08-03 06:00:00-04:00,318,6,3,8,2015,20.42,80.0,20.25,0.87,Monday,1,0,3
2015-08-03 07:00:00-04:00,802,7,3,8,2015,20.48,83.0,20.23,0.7,Monday,1,0,3
2015-08-03 08:00:00-04:00,1050,8,3,8,2015,22.43,74.0,22.21,2.03,Monday,1,0,3
2015-08-03 09:00:00-04:00,609,9,3,8,2015,24.37,68.0,24.13,2.85,Monday,1,0,3
2015-08-03 10:00:00-04:00,405,10,3,8,2015,27.45,60.0,26.48,2.63,Monday,1,0,3
2015-08-03 11:00:00-04:00,500,11,3,8,2015,29.15,54.0,28.28,2.29,Monday,1,0,3
2015-08-03 12:00:00-04:00,490,12,3,8,2015,30.86,47.0,30.21,2.85,Monday,1,0,3
2015-08-03 13:00:00-04:00,477,13,3,8,2015,31.51,44.0,31.02,1.99,Monday,1,0,3
2015-08-03 14:00:00-04:00,518,14,3,8,2015,31.93,41.0,31.58,3.76,Monday,1,0,3
2015-08-03 15:00:00-04:00,571,15,3,8,2015,32.21,42.0,31.71,5.25,Monday,1,0,3
2015-08-03 16:00:00-04:00,749,16,3,8,2015,32.29,42.0,31.82,6.65,Monday,1,0,3
2015-08-03 17:00:00-04:00,1404,17,3,8,2015,32.62,44.0,31.69,5.64,Monday,1,0,3
2015-08-03 18:00:00-04:00,1341,18,3,8,2015,32.28,45.0,31.45,4.75,Monday,1,0,3
2015-08-03 19:00:00-04:00,1000,19,3,8,2015,32.47,47.0,31.22,3.42,Monday,1,0,3
2015-08-03 20:00:00-04:00,681,20,3,8,2015,31.09,51.0,29.9,3.01,Monday,1,0,3
2015-08-03 21:00:00-04:00,525,21,3,8,2015,29.95,59.0,28.45,0.78,Monday,1,0,3
2015-08-03 22:00:00-04:00,293,22,3,8,2015,28.77,63.0,27.35,0.65,Monday,1,0,3
2015-08-03 23:00:00-04:00,158,23,3,8,2015,28.27,64.0,26.92,0.83,Monday,1,0,3
2015-08-04 00:00:00-04:00,67,0,4,8,2015,28.14,66.0,26.73,3.15,Tuesday,1,0,3
2015-08-04 01:00:00-04:00,26,1,4,8,2015,26.48,68.0,26.05,3.51,Tuesday,1,0,3
2015-08-04 02:00:00-04:00,12,2,4,8,2015,25.95,68.0,25.56,5.21,Tuesday,1,0,3
2015-08-04 03:00:00-04:00,2,3,4,8,2015,25.53,68.0,25.18,4.39,Tuesday,1,0,3
2015-08-04 04:00:00-04:00,14,4,4,8,2015,25.06,71.0,24.68,2.29,Tuesday,1,0,3
2015-08-04 05:00:00-04:00,102,5,4,8,2015,25.0,70.0,24.65,8.07,Tuesday,1,0,3
2015-08-04 06:00:00-04:00,363,6,4,8,2015,23.62,65.0,23.51,2.14,Tuesday,1,0,3
2015-08-04 07:00:00-04:00,901,7,4,8,2015,22.8,70.0,22.65,1.48,Tuesday,1,0,3
2015-08-04 08:00:00-04:00,1204,8,4,8,2015,23.61,70.0,23.4,2.2,Tuesday,1,0,3
2015-08-04 09:00:00-04:00,548,9,4,8,2015,25.72,64.0,25.46,4.32,Tuesday,1,0,3
2015-08-04 10:00:00-04:00,349,10,4,8,2015,28.69,60.0,27.48,4.64,Tuesday,1,0,3
2015-08-04 11:00:00-04:00,382,11,4,8,2015,30.17,56.99999999999999,28.77,2.62,Tuesday,1,0,3
2015-08-04 12:00:00-04:00,447,12,4,8,2015,32.12,52.0,30.47,4.75,Tuesday,1,0,3
2015-08-04 13:00:00-04:00,476,13,4,8,2015,32.8,48.0,31.34,7.96,Tuesday,1,0,3
2015-08-04 14:00:00-04:00,433,14,4,8,2015,33.14,44.0,32.03,6.87,Tuesday,1,0,3
2015-08-04 15:00:00-04:00,475,15,4,8,2015,33.45,42.0,32.52,8.4,Tuesday,1,0,3
2015-08-04 16:00:00-04:00,747,16,4,8,2015,34.06,41.0,32.99,8.09,Tuesday,1,0,3
2015-08-04 17:00:00-04:00,1411,17,4,8,2015,34.16,43.0,32.85,6.62,Tuesday,1,0,3
2015-08-04 18:00:00-04:00,1283,18,4,8,2015,33.51,45.0,32.21,5.02,Tuesday,1,0,3
2015-08-04 19:00:00-04:00,889,19,4,8,2015,29.75,64.0,27.88,6.76,Tuesday,1,0,3
2015-08-04 20:00:00-04:00,610,20,4,8,2015,28.4,70.0,26.71,2.58,Tuesday,1,0,3
2015-08-04 21:00:00-04:00,405,21,4,8,2015,26.39,75.0,25.81,2.17,Tuesday,1,0,3
2015-08-04 22:00:00-04:00,302,22,4,8,2015,26.06,77.0,25.45,1.94,Tuesday,1,0,3
2015-08-04 23:00:00-04:00,178,23,4,8,2015,25.22,81.0,24.59,2.48,Tuesday,1,0,3
2015-08-05 00:00:00-04:00,53,0,5,8,2015,24.57,85.0,23.91,4.45,Wednesday,1,0,3
2015-08-05 01:00:00-04:00,15,1,5,8,2015,23.98,86.0,23.33,3.41,Wednesday,1,0,3
2015-08-05 02:00:00-04:00,9,2,5,8,2015,23.65,87.0,23.02,2.67,Wednesday,1,0,3
2015-08-05 03:00:00-04:00,5,3,5,8,2015,23.52,85.0,22.95,1.51,Wednesday,1,0,3
2015-08-05 04:00:00-04:00,9,4,5,8,2015,23.12,84.0,22.61,1.35,Wednesday,1,0,3
2015-08-05 05:00:00-04:00,107,5,5,8,2015,22.85,85.0,22.34,1.18,Wednesday,1,0,3
2015-08-05 06:00:00-04:00,329,6,5,8,2015,22.63,86.0,22.13,1.11,Wednesday,1,0,3
2015-08-05 07:00:00-04:00,904,7,5,8,2015,22.54,86.0,22.03,2.21,Wednesday,1,0,3
2015-08-05 08:00:00-04:00,1211,8,5,8,2015,22.74,86.0,22.22,1.66,Wednesday,1,0,3
2015-08-05 09:00:00-04:00,624,9,5,8,2015,24.97,77.0,24.45,1.51,Wednesday,1,0,3
2015-08-05 10:00:00-04:00,363,10,5,8,2015,27.54,70.0,26.18,3.34,Wednesday,1,0,3
2015-08-05 11:00:00-04:00,412,11,5,8,2015,28.86,50.0,28.33,5.57,Wednesday,1,0,3
2015-08-05 12:00:00-04:00,524,12,5,8,2015,29.65,46.0,29.39,3.79,Wednesday,1,0,3
2015-08-05 13:00:00-04:00,525,13,5,8,2015,29.87,44.0,29.71,4.85,Wednesday,1,0,3
2015-08-05 14:00:00-04:00,445,14,5,8,2015,30.66,41.0,30.66,6.04,Wednesday,1,0,3
2015-08-05 15:00:00-04:00,534,15,5,8,2015,30.9,40.0,30.9,9.14,Wednesday,1,0,3
2015-08-05 16:00:00-04:00,850,16,5,8,2015,31.08,39.0,31.08,9.8,Wednesday,1,0,3
2015-08-05 17:00:00-04:00,1456,17,5,8,2015,31.29,40.0,31.29,6.16,Wednesday,1,0,3
2015-08-05 18:00:00-04:00,1371,18,5,8,2015,31.19,38.0,31.19,6.44,Wednesday,1,0,3
2015-08-05 19:00:00-04:00,972,19,5,8,2015,30.32,40.0,30.32,6.37,Wednesday,1,0,3
2015-08-05 20:00:00-04:00,716,20,5,8,2015,29.0,42.0,29.0,4.1,Wednesday,1,0,3
2015-08-05 21:00:00-04:00,479,21,5,8,2015,27.58,50.0,27.15,2.54,Wednesday,1,0,3
2015-08-05 22:00:00-04:00,383,22,5,8,2015,25.53,57.99999999999999,25.41,3.7,Wednesday,1,0,3
